failure_id,tool,status,exception_type,exception_message,reason,package,version,artifact,artifact_type,pyc_path,python_tag,magic_number,source_present,overall_level,overall_label,artifact_path,command_file,stdout_file,stderr_file,metadata_file,trace_available
cpython-38-decompyle3-neuroai-0.5.2-py3-none-any.whl-NeuroPixelAI-__pycache__-GUI_largefov.cpyth,decompyle3,timeout,Timeout,timeout_after_600s,timeout_after_600s,neuroai,0.5.2,neuroai-0.5.2-py3-none-any.whl,wheel,NeuroPixelAI/__pycache__/GUI_largefov.cpython-38.pyc,cpython-38,3413,False,4,pylingual_decompilable,data/artifacts/pypi/neuroai/0.5.2/neuroai-0.5.2-py3-none-any.whl,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-neuroai-0.5.2-py3-none-any.whl-NeuroPixelAI-__pycache__-GUI_largefov.cpyth/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-neuroai-0.5.2-py3-none-any.whl-NeuroPixelAI-__pycache__-GUI_largefov.cpyth/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-neuroai-0.5.2-py3-none-any.whl-NeuroPixelAI-__pycache__-GUI_largefov.cpyth/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-neuroai-0.5.2-py3-none-any.whl-NeuroPixelAI-__pycache__-GUI_largefov.cpyth/metadata.txt,False
cpython-38-decompyle3-neuroai-0.5.2-py3-none-any.whl-NeuroPixelAI-__pycache__-GUI_v4.cpython-38.,decompyle3,timeout,Timeout,timeout_after_600s,timeout_after_600s,neuroai,0.5.2,neuroai-0.5.2-py3-none-any.whl,wheel,NeuroPixelAI/__pycache__/GUI_v4.cpython-38.pyc,cpython-38,3413,False,4,pylingual_decompilable,data/artifacts/pypi/neuroai/0.5.2/neuroai-0.5.2-py3-none-any.whl,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-neuroai-0.5.2-py3-none-any.whl-NeuroPixelAI-__pycache__-GUI_v4.cpython-38./command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-neuroai-0.5.2-py3-none-any.whl-NeuroPixelAI-__pycache__-GUI_v4.cpython-38./stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-neuroai-0.5.2-py3-none-any.whl-NeuroPixelAI-__pycache__-GUI_v4.cpython-38./stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-neuroai-0.5.2-py3-none-any.whl-NeuroPixelAI-__pycache__-GUI_v4.cpython-38./metadata.txt,False
cpython-38-decompyle3-neuroai-0.5.2.tar.gz-neuroai-0.5.2-NeuroPixelAI-__pycache__-GUI.cpython-38,decompyle3,timeout,Timeout,timeout_after_600s,timeout_after_600s,neuroai,0.5.2,neuroai-0.5.2.tar.gz,tar,neuroai-0.5.2/NeuroPixelAI/__pycache__/GUI.cpython-38.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/neuroai/0.5.2/neuroai-0.5.2.tar.gz,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-neuroai-0.5.2.tar.gz-neuroai-0.5.2-NeuroPixelAI-__pycache__-GUI.cpython-38/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-neuroai-0.5.2.tar.gz-neuroai-0.5.2-NeuroPixelAI-__pycache__-GUI.cpython-38/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-neuroai-0.5.2.tar.gz-neuroai-0.5.2-NeuroPixelAI-__pycache__-GUI.cpython-38/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-neuroai-0.5.2.tar.gz-neuroai-0.5.2-NeuroPixelAI-__pycache__-GUI.cpython-38/metadata.txt,False
cpython-38-decompyle3-neuroai-0.5.2.tar.gz-neuroai-0.5.2-NeuroPixelAI-__pycache__-GUI_largefov.c,decompyle3,timeout,Timeout,timeout_after_600s,timeout_after_600s,neuroai,0.5.2,neuroai-0.5.2.tar.gz,tar,neuroai-0.5.2/NeuroPixelAI/__pycache__/GUI_largefov.cpython-38.pyc,cpython-38,3413,False,4,pylingual_decompilable,data/artifacts/pypi/neuroai/0.5.2/neuroai-0.5.2.tar.gz,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-neuroai-0.5.2.tar.gz-neuroai-0.5.2-NeuroPixelAI-__pycache__-GUI_largefov.c/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-neuroai-0.5.2.tar.gz-neuroai-0.5.2-NeuroPixelAI-__pycache__-GUI_largefov.c/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-neuroai-0.5.2.tar.gz-neuroai-0.5.2-NeuroPixelAI-__pycache__-GUI_largefov.c/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-neuroai-0.5.2.tar.gz-neuroai-0.5.2-NeuroPixelAI-__pycache__-GUI_largefov.c/metadata.txt,False
cpython-38-decompyle3-neuroai-0.5.2.tar.gz-neuroai-0.5.2-NeuroPixelAI-__pycache__-GUI_v4.cpython,decompyle3,timeout,Timeout,timeout_after_600s,timeout_after_600s,neuroai,0.5.2,neuroai-0.5.2.tar.gz,tar,neuroai-0.5.2/NeuroPixelAI/__pycache__/GUI_v4.cpython-38.pyc,cpython-38,3413,False,4,pylingual_decompilable,data/artifacts/pypi/neuroai/0.5.2/neuroai-0.5.2.tar.gz,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-neuroai-0.5.2.tar.gz-neuroai-0.5.2-NeuroPixelAI-__pycache__-GUI_v4.cpython/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-neuroai-0.5.2.tar.gz-neuroai-0.5.2-NeuroPixelAI-__pycache__-GUI_v4.cpython/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-neuroai-0.5.2.tar.gz-neuroai-0.5.2-NeuroPixelAI-__pycache__-GUI_v4.cpython/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-neuroai-0.5.2.tar.gz-neuroai-0.5.2-NeuroPixelAI-__pycache__-GUI_v4.cpython/metadata.txt,False
cpython-38-decompyle3-moto-improved-cognitoidentity-1.3.tar.gz-moto-improved-cognitoidentity-1.3,decompyle3,timeout,Timeout,timeout_after_600s,timeout_after_600s,moto-improved-cognitoidentity,1.3,moto-improved-cognitoidentity-1.3.tar.gz,tar,moto-improved-cognitoidentity-1.3/tests/test_iam/__pycache__/test_iam.cpython-38-pytest-7.2.0.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/moto-improved-cognitoidentity/1.3/moto-improved-cognitoidentity-1.3.tar.gz,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-moto-improved-cognitoidentity-1.3.tar.gz-moto-improved-cognitoidentity-1.3/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-moto-improved-cognitoidentity-1.3.tar.gz-moto-improved-cognitoidentity-1.3/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-moto-improved-cognitoidentity-1.3.tar.gz-moto-improved-cognitoidentity-1.3/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-moto-improved-cognitoidentity-1.3.tar.gz-moto-improved-cognitoidentity-1.3/metadata.txt,False
cpython-38-decompyle3-multiqc_vlad-1.30.dev20250821143134.tar.gz-multiqc_vlad-1.30.dev2025082114,decompyle3,exit_1,Traceback,"Traceback (most recent call last): File ""data/rq2/envs/cpython-38/bin/decompyle3"", line 8, in <module> sys.exit(main_bin()) File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/click/core.py"", line 1161, in _...","Traceback (most recent call last): File ""data/rq2/envs/cpython-38/bin/decompyle3"", line 8, in <module> sys.exit(main_bin()) File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/click/core.py"", line 1161, in _...",multiqc-vlad,1.30.dev20250821143134,multiqc_vlad-1.30.dev20250821143134.tar.gz,tar,multiqc_vlad-1.30.dev20250821143134/multiqc/plots/__pycache__/table_object.cpython-38.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/multiqc-vlad/1.30.dev20250821143134/multiqc_vlad-1.30.dev20250821143134.tar.gz,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-multiqc_vlad-1.30.dev20250821143134.tar.gz-multiqc_vlad-1.30.dev2025082114/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-multiqc_vlad-1.30.dev20250821143134.tar.gz-multiqc_vlad-1.30.dev2025082114/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-multiqc_vlad-1.30.dev20250821143134.tar.gz-multiqc_vlad-1.30.dev2025082114/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-multiqc_vlad-1.30.dev20250821143134.tar.gz-multiqc_vlad-1.30.dev2025082114/metadata.txt,False
cpython-38-decompyle3-multiqc_vlad-1.30.dev20250821143134-py3-none-any.whl-multiqc-plots-__pycac,decompyle3,exit_1,Traceback,"Traceback (most recent call last): File ""data/rq2/envs/cpython-38/bin/decompyle3"", line 8, in <module> sys.exit(main_bin()) File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/click/core.py"", line 1161, in _...","Traceback (most recent call last): File ""data/rq2/envs/cpython-38/bin/decompyle3"", line 8, in <module> sys.exit(main_bin()) File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/click/core.py"", line 1161, in _...",multiqc-vlad,1.30.dev20250821143134,multiqc_vlad-1.30.dev20250821143134-py3-none-any.whl,wheel,multiqc/plots/__pycache__/table_object.cpython-38.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/multiqc-vlad/1.30.dev20250821143134/multiqc_vlad-1.30.dev20250821143134-py3-none-any.whl,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-multiqc_vlad-1.30.dev20250821143134-py3-none-any.whl-multiqc-plots-__pycac/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-multiqc_vlad-1.30.dev20250821143134-py3-none-any.whl-multiqc-plots-__pycac/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-multiqc_vlad-1.30.dev20250821143134-py3-none-any.whl-multiqc-plots-__pycac/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-multiqc_vlad-1.30.dev20250821143134-py3-none-any.whl-multiqc-plots-__pycac/metadata.txt,False
cpython-38-decompyle3-pobm-1.2.0.tar.gz-pobm-1.2.0-.eggs-PyScaffold-3.2.3-py3.8.egg-pyscaffold-c,decompyle3,exit_1,Traceback,"Traceback (most recent call last): File ""data/rq2/envs/cpython-38/bin/decompyle3"", line 8, in <module> sys.exit(main_bin()) File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/click/core.py"", line 1161, in _...","Traceback (most recent call last): File ""data/rq2/envs/cpython-38/bin/decompyle3"", line 8, in <module> sys.exit(main_bin()) File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/click/core.py"", line 1161, in _...",pobm,1.2.0,pobm-1.2.0.tar.gz,tar,pobm-1.2.0/.eggs/PyScaffold-3.2.3-py3.8.egg/pyscaffold/contrib/__pycache__/ptr.cpython-38.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/pobm/1.2.0/pobm-1.2.0.tar.gz,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pobm-1.2.0.tar.gz-pobm-1.2.0-.eggs-PyScaffold-3.2.3-py3.8.egg-pyscaffold-c/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pobm-1.2.0.tar.gz-pobm-1.2.0-.eggs-PyScaffold-3.2.3-py3.8.egg-pyscaffold-c/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pobm-1.2.0.tar.gz-pobm-1.2.0-.eggs-PyScaffold-3.2.3-py3.8.egg-pyscaffold-c/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pobm-1.2.0.tar.gz-pobm-1.2.0-.eggs-PyScaffold-3.2.3-py3.8.egg-pyscaffold-c/metadata.txt,False
cpython-38-decompyle3-pyChiaLogProcessor-0.0.13-py3-none-any.whl-pyChiaLogProcessor-0.0.13.dist-,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",pychialogprocessor,0.0.13,pyChiaLogProcessor-0.0.13-py3-none-any.whl,wheel,pyChiaLogProcessor-0.0.13.dist-info/__pycache__/test_log.cpython-38-pytest-5.4.3.pyc,cpython-38,3413,False,4,pylingual_decompilable,data/artifacts/pypi/pychialogprocessor/0.0.13/pyChiaLogProcessor-0.0.13-py3-none-any.whl,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pyChiaLogProcessor-0.0.13-py3-none-any.whl-pyChiaLogProcessor-0.0.13.dist-/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pyChiaLogProcessor-0.0.13-py3-none-any.whl-pyChiaLogProcessor-0.0.13.dist-/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pyChiaLogProcessor-0.0.13-py3-none-any.whl-pyChiaLogProcessor-0.0.13.dist-/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pyChiaLogProcessor-0.0.13-py3-none-any.whl-pyChiaLogProcessor-0.0.13.dist-/metadata.txt,False
cpython-38-decompyle3-pyChiaLogProcessor-0.0.13.tar.gz-pyChiaLogProcessor-0.0.13-src-pyChiaLogPr,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",pychialogprocessor,0.0.13,pyChiaLogProcessor-0.0.13.tar.gz,tar,pyChiaLogProcessor-0.0.13/src/pyChiaLogProcessor.egg-info/__pycache__/test_log.cpython-38-pytest-5.4.3.pyc,cpython-38,3413,False,4,pylingual_decompilable,data/artifacts/pypi/pychialogprocessor/0.0.13/pyChiaLogProcessor-0.0.13.tar.gz,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pyChiaLogProcessor-0.0.13.tar.gz-pyChiaLogProcessor-0.0.13-src-pyChiaLogPr/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pyChiaLogProcessor-0.0.13.tar.gz-pyChiaLogProcessor-0.0.13-src-pyChiaLogPr/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pyChiaLogProcessor-0.0.13.tar.gz-pyChiaLogProcessor-0.0.13-src-pyChiaLogPr/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pyChiaLogProcessor-0.0.13.tar.gz-pyChiaLogProcessor-0.0.13-src-pyChiaLogPr/metadata.txt,False
cpython-38-decompyle3-pyhafas-0.6.1.tar.gz-pyhafas-0.6.1-tests-__pycache__-foo.cpython-38-pytest,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",pyhafas,0.6.1,pyhafas-0.6.1.tar.gz,tar,pyhafas-0.6.1/tests/__pycache__/foo.cpython-38-pytest-6.0.1.pyc,cpython-38,3413,False,4,pylingual_decompilable,data/artifacts/pypi/pyhafas/0.6.1/pyhafas-0.6.1.tar.gz,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pyhafas-0.6.1.tar.gz-pyhafas-0.6.1-tests-__pycache__-foo.cpython-38-pytest/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pyhafas-0.6.1.tar.gz-pyhafas-0.6.1-tests-__pycache__-foo.cpython-38-pytest/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pyhafas-0.6.1.tar.gz-pyhafas-0.6.1-tests-__pycache__-foo.cpython-38-pytest/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pyhafas-0.6.1.tar.gz-pyhafas-0.6.1-tests-__pycache__-foo.cpython-38-pytest/metadata.txt,False
cpython-38-decompyle3-pyhafas-0.6.1.tar.gz-pyhafas-0.6.1-tests-__pycache__-foo_test.cpython-38-p,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",pyhafas,0.6.1,pyhafas-0.6.1.tar.gz,tar,pyhafas-0.6.1/tests/__pycache__/foo_test.cpython-38-pytest-6.0.1.pyc,cpython-38,3413,False,4,pylingual_decompilable,data/artifacts/pypi/pyhafas/0.6.1/pyhafas-0.6.1.tar.gz,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pyhafas-0.6.1.tar.gz-pyhafas-0.6.1-tests-__pycache__-foo_test.cpython-38-p/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pyhafas-0.6.1.tar.gz-pyhafas-0.6.1-tests-__pycache__-foo_test.cpython-38-p/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pyhafas-0.6.1.tar.gz-pyhafas-0.6.1-tests-__pycache__-foo_test.cpython-38-p/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pyhafas-0.6.1.tar.gz-pyhafas-0.6.1-tests-__pycache__-foo_test.cpython-38-p/metadata.txt,False
cpython-38-decompyle3-pyhafas-0.6.1.tar.gz-pyhafas-0.6.1-tests-base-__pycache__-foo_test.cpython,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",pyhafas,0.6.1,pyhafas-0.6.1.tar.gz,tar,pyhafas-0.6.1/tests/base/__pycache__/foo_test.cpython-38-pytest-6.0.1.pyc,cpython-38,3413,False,4,pylingual_decompilable,data/artifacts/pypi/pyhafas/0.6.1/pyhafas-0.6.1.tar.gz,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pyhafas-0.6.1.tar.gz-pyhafas-0.6.1-tests-base-__pycache__-foo_test.cpython/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pyhafas-0.6.1.tar.gz-pyhafas-0.6.1-tests-base-__pycache__-foo_test.cpython/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pyhafas-0.6.1.tar.gz-pyhafas-0.6.1-tests-base-__pycache__-foo_test.cpython/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pyhafas-0.6.1.tar.gz-pyhafas-0.6.1-tests-base-__pycache__-foo_test.cpython/metadata.txt,False
cpython-38-decompyle3-pyhafas-0.6.1.tar.gz-pyhafas-0.6.1-tests-base-__pycache__-products_filter_,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",pyhafas,0.6.1,pyhafas-0.6.1.tar.gz,tar,pyhafas-0.6.1/tests/base/__pycache__/products_filter_test.cpython-38-pytest-6.0.1.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/pyhafas/0.6.1/pyhafas-0.6.1.tar.gz,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pyhafas-0.6.1.tar.gz-pyhafas-0.6.1-tests-base-__pycache__-products_filter_/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pyhafas-0.6.1.tar.gz-pyhafas-0.6.1-tests-base-__pycache__-products_filter_/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pyhafas-0.6.1.tar.gz-pyhafas-0.6.1-tests-base-__pycache__-products_filter_/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pyhafas-0.6.1.tar.gz-pyhafas-0.6.1-tests-base-__pycache__-products_filter_/metadata.txt,False
cpython-38-decompyle3-pyhafas-0.6.1.tar.gz-pyhafas-0.6.1-tests-db-__pycache__-departures_parsing,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",pyhafas,0.6.1,pyhafas-0.6.1.tar.gz,tar,pyhafas-0.6.1/tests/db/__pycache__/departures_parsing_test.cpython-38-pytest-6.0.1.pyc,cpython-38,3413,False,4,pylingual_decompilable,data/artifacts/pypi/pyhafas/0.6.1/pyhafas-0.6.1.tar.gz,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pyhafas-0.6.1.tar.gz-pyhafas-0.6.1-tests-db-__pycache__-departures_parsing/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pyhafas-0.6.1.tar.gz-pyhafas-0.6.1-tests-db-__pycache__-departures_parsing/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pyhafas-0.6.1.tar.gz-pyhafas-0.6.1-tests-db-__pycache__-departures_parsing/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pyhafas-0.6.1.tar.gz-pyhafas-0.6.1-tests-db-__pycache__-departures_parsing/metadata.txt,False
cpython-38-decompyle3-pyhafas-0.6.1.tar.gz-pyhafas-0.6.1-tests-db-parsing-__pycache__-departures,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",pyhafas,0.6.1,pyhafas-0.6.1.tar.gz,tar,pyhafas-0.6.1/tests/db/parsing/__pycache__/departures_test.cpython-38-pytest-6.0.1.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/pyhafas/0.6.1/pyhafas-0.6.1.tar.gz,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pyhafas-0.6.1.tar.gz-pyhafas-0.6.1-tests-db-parsing-__pycache__-departures/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pyhafas-0.6.1.tar.gz-pyhafas-0.6.1-tests-db-parsing-__pycache__-departures/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pyhafas-0.6.1.tar.gz-pyhafas-0.6.1-tests-db-parsing-__pycache__-departures/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-pyhafas-0.6.1.tar.gz-pyhafas-0.6.1-tests-db-parsing-__pycache__-departures/metadata.txt,False
