artifact,package,version,artifact_type,source_less_pyc,total_pyc_in_artifact,source_less_pyc_pct_in_artifact,python_tags,top_level_paths,source_recoverable_pyc,source_recoverable_pct,dynamic_loading_indicator,dynamic_load_hits,keyword_categories,security_keyword_indicator
biobb_adapters-5.1.2.tar.gz,biobb-adapters,5.1.2,tar,2,2,100.00,cpython-310,biobb_adapters-5.1.2,2,100.00,False,0,testing,no
bloxone-0.8.14-py3-none-any.whl,bloxone,0.8.14,wheel,2,43,4.65,cpython-38,bloxone,2,100.00,True,1,,no
bluecast-1.6.4.tar.gz,bluecast,1.6.4,tar,2,139,1.44,cpython-310,bluecast-1.6.4,2,100.00,False,0,testing,no
bluedac-1.4.5.tar.gz,bluedac,1.4.5,tar,2,12,16.67,cpython-312,bluedac-1.4.5,2,100.00,False,0,,no
brady-django-template-0.1.4.tar.gz,brady-django-template,0.1.4,tar,2,12,16.67,cpython-311,brady-django-template-0.1.4,2,100.00,False,0,security,yes
brady_django_template-0.1.4-py3-none-any.whl,brady-django-template,0.1.4,wheel,2,12,16.67,cpython-311,brady_django_template,2,100.00,False,0,security,yes
capylang-2.2.0.tar.gz,capylang,2.2.0,tar,2,12,16.67,cpython-38,capylang-2.2.0,2,100.00,True,1,,no
catmining-0.0.1.tar.gz,catmining,0.0.1,tar,2,8,25.00,cpython-311,catmining-0.0.1,2,100.00,True,1,,no
causum-1.2.1.tar.gz,causum,1.2.1,tar,2,37,5.41,cpython-313,causum-1.2.1,2,100.00,True,1,,no
ccalign-0.0.1.tar.gz,ccalign,0.0.1,tar,2,6,33.33,cpython-310,ccalign-0.0.1,2,100.00,False,0,,no
ClassHoster-0.1.5-py3-none-any.whl,classhoster,0.1.5,wheel,2,22,9.09,cpython-311,classhoster,2,100.00,True,1,,no
ClassHoster-0.1.5.tar.gz,classhoster,0.1.5,tar,2,22,9.09,cpython-311,ClassHoster-0.1.5,2,100.00,True,1,,no
cli_test_framework-0.5.3.tar.gz,cli-test-framework,0.5.3,tar,2,53,3.77,cpython-312,cli_test_framework-0.5.3,2,100.00,True,3,build;cli;testing,no
codecraft-0.0.1.tar.gz,codecraft,0.0.1,tar,2,42,4.76,cpython-310,codecraft-0.0.1,2,100.00,False,0,testing,no
codingnow-0.1.52-py3-none-any.whl,codingnow,0.1.52,wheel,2,51,3.92,cpython-38;cpython-39,codingnow,2,100.00,True,1,,no
compiler_testing_lib-0.1.13-py3-none-any.whl,compiler-testing-lib,0.1.13,wheel,2,2,100.00,cpython-310,compiler_testing_lib,2,100.00,True,1,,no
compiler_testing_lib-0.1.13.tar.gz,compiler-testing-lib,0.1.13,tar,2,2,100.00,cpython-310,compiler_testing_lib-0.1.13,2,100.00,True,1,,no
create-sequel-app-0.4.0.tar.gz,create-sequel-app,0.4.0,tar,2,5,40.00,cpython-310,create-sequel-app-0.4.0,2,100.00,True,1,,no
cvpl_tools-1.0.0.tar.gz,cvpl-tools,1.0.0,tar,2,41,4.88,cpython-310,cvpl_tools-1.0.0,2,100.00,False,0,,no
DesOptPy-2022.1.5.tar.gz,desoptpy,2022.1.5,tar,2,16,12.50,cpython-39,DesOptPy-2022.1.5,2,100.00,True,7,,no
dhuodata_lib-0.7.8-py3-none-any.whl,dhuodata-lib,0.7.8,wheel,2,12,16.67,cpython-311;cpython-39,dhuolib,2,100.00,False,0,,no
dhuodata_lib-0.7.8.tar.gz,dhuodata-lib,0.7.8,tar,2,12,16.67,cpython-311;cpython-39,dhuodata_lib-0.7.8,2,100.00,False,0,,no
django_codenerix_email-4.0.51-py2.py3-none-any.whl,django-codenerix-email,4.0.51,wheel,2,82,2.44,cpython-311,codenerix_email,2,100.00,True,5,,no
django_codenerix_email-4.0.51.tar.gz,django-codenerix-email,4.0.51,tar,2,82,2.44,cpython-311,django_codenerix_email-4.0.51,2,100.00,True,5,,no
django-filesify-0.1.tar.gz,django-filesify,0.1,tar,2,11,18.18,cpython-310,django-filesify-0.1,2,100.00,False,0,testing,no
django_filesify-0.1-py3-none-any.whl,django-filesify,0.1,wheel,2,11,18.18,cpython-310,filesify,2,100.00,False,0,testing,no
django-ipghrms-leave-1.20.tar.gz,django-ipghrms-leave,1.20,tar,2,131,1.53,cpython-39,django-ipghrms-leave-1.20,2,100.00,False,0,,no
django_ipghrms_leave-1.20-py3-none-any.whl,django-ipghrms-leave,1.20,wheel,2,131,1.53,cpython-39,leave,2,100.00,False,0,,no
django-ipghrms-recruitment2-1.0.tar.gz,django-ipghrms-recruitment2,1.0,tar,2,68,2.94,cpython-39,django-ipghrms-recruitment2-1.0,2,100.00,False,0,,no
django_ipghrms_recruitment2-1.0-py3-none-any.whl,django-ipghrms-recruitment2,1.0,wheel,2,68,2.94,cpython-39,recruitment2,2,100.00,False,0,,no
django-irma-0.17.tar.gz,django-irma,0.17,tar,2,17,11.76,cpython-310;cpython-39,django-irma-0.17,2,100.00,False,0,testing,no
django_pymissive-1.1.1-py3-none-any.whl,django-pymissive,1.1.1,wheel,2,10,20.00,cpython-312,django_pymissive,2,100.00,True,1,,no
django_pymissive-1.1.1.tar.gz,django-pymissive,1.1.1,tar,2,10,20.00,cpython-312,django_pymissive-1.1.1,2,100.00,True,1,,no
django_realtime_chat-1.3.7-py3-none-any.whl,django-realtime-chat,1.3.7,wheel,2,8,25.00,cpython-310,django_realtime_chat,2,100.00,False,0,,no
django_realtime_chat-1.3.7.tar.gz,django-realtime-chat,1.3.7,tar,2,8,25.00,cpython-310,django_realtime_chat-1.3.7,2,100.00,False,0,,no
django_subscriptions_rt-1.0.3-py3-none-any.whl,django-subscriptions-rt,1.0.3,wheel,2,24,8.33,cpython-39,subscriptions,2,100.00,False,0,,no
django_tbase_post-2023.5.2716851344-py2.py3-none-any.whl,django-tbase-post,2023.5.2716851344,wheel,2,5,40.00,cpython-310,tbase_post,2,100.00,False,0,,no
django_tbase_post-2023.5.2716851344.tar.gz,django-tbase-post,2023.5.2716851344,tar,2,5,40.00,cpython-310,django_tbase_post-2023.5.2716851344,2,100.00,False,0,,no
django_ultracache-2.3-py3-none-any.whl,django-ultracache,2.3,wheel,2,75,2.67,cpython-38,ultracache,2,100.00,True,1,,no
django_ultracache-2.3.tar.gz,django-ultracache,2.3,tar,2,75,2.67,cpython-38,django_ultracache-2.3,2,100.00,True,1,,no
djtodo_cli-0.1.3.tar.gz,djtodo-cli,0.1.3,tar,2,4,50.00,cpython-310,djtodo_cli-0.1.3,2,100.00,False,0,cli,no
DLTA-AI-1.1.tar.gz,dlta-ai,1.1,tar,2,73,2.74,cpython-38,DLTA-AI-1.1,2,100.00,True,36,ml;testing,no
doipy-1.0.0.tar.gz,doipy,1.0.0,tar,2,10,20.00,cpython-311;cpython-312,doipy-1.0.0,2,100.00,False,0,,no
drf_easily_saas-0.0.4.tar.gz,drf-easily-saas,0.0.4,tar,2,33,6.06,cpython-310,drf_easily_saas-0.0.4,2,100.00,False,0,security,yes
eleocm-1.0.0.tar.gz,eleocm,1.0.0,tar,2,2,100.00,cpython-39,eleocm-1.0.0,2,100.00,False,0,,no
esibd_explorer-1.0.1-py3-none-any.whl,esibd-explorer,1.0.1,wheel,2,67,2.99,cpython-311,esibd,2,100.00,True,8,,no
esibd_explorer-1.0.1.tar.gz,esibd-explorer,1.0.1,tar,2,67,2.99,cpython-311,esibd_explorer-1.0.1,2,100.00,True,8,,no
ets_cookbook-1.2.6.tar.gz,ets-cookbook,1.2.6,tar,2,5,40.00,cpython-312,ets_cookbook-1.2.6,2,100.00,False,0,testing,no
evolvishub_db_migration-0.1.4.tar.gz,evolvishub-db-migration,0.1.4,tar,2,21,9.52,cpython-311;cpython-313,evolvishub_db_migration-0.1.4,2,100.00,False,0,data;testing,no
examon_core-2.0.5.tar.gz,examon-core,2.0.5,tar,2,6,33.33,cpython-39,examon_core-2.0.5,2,100.00,True,1,,no
express_server-0.0.6-py3-none-any.whl,express-server,0.0.6,wheel,2,18,11.11,cpython-311,express_server,2,100.00,False,0,network,no
express_server-0.0.6.tar.gz,express-server,0.0.6,tar,2,18,11.11,cpython-311,express_server-0.0.6,2,100.00,False,0,network,no
facilities-0.1.2-py3-none-any.whl,facilities,0.1.2,wheel,2,5,40.00,cpython-311,facilities,2,100.00,False,0,data,no
facilities-0.1.2.tar.gz,facilities,0.1.2,tar,2,5,40.00,cpython-311,facilities-0.1.2,2,100.00,False,0,data,no
factory_queue-0.2.1.tar.gz,factory-queue,0.2.1,tar,2,2,100.00,cpython-39,factory_queue-0.2.1,2,100.00,False,0,,no
farsight-0.1.6-py2.py3-none-any.whl,farsight,0.1.6,wheel,2,4,50.00,cpython-39,farsight,2,100.00,False,0,,no
farsight-0.1.6.tar.gz,farsight,0.1.6,tar,2,4,50.00,cpython-39,farsight-0.1.6,2,100.00,False,0,,no
fastapi_app_manage-4.0.2-py3-none-any.whl,fastapi-app-manage,4.0.2,wheel,2,6,33.33,cpython-311,fastapi_app_manage,2,100.00,False,0,,no
fastapi_app_manage-4.0.2.tar.gz,fastapi-app-manage,4.0.2,tar,2,6,33.33,cpython-311,fastapi_app_manage-4.0.2,2,100.00,False,0,,no
fastapi_authentication-0.1.1.tar.gz,fastapi-authentication,0.1.1,tar,2,5,40.00,cpython-312,fastapi_authentication-0.1.1,2,100.00,False,0,security,yes
fastapi_blocks_registry-0.2.16-py3-none-any.whl,fastapi-blocks-registry,0.2.16,wheel,2,73,2.74,cpython-312,fastapi_registry,2,100.00,True,1,security,yes
fastapi_blocks_registry-0.2.16.tar.gz,fastapi-blocks-registry,0.2.16,tar,2,73,2.74,cpython-312,fastapi_blocks_registry-0.2.16,2,100.00,True,1,security,yes
fastapi_example_server-0.1.1.tar.gz,fastapi-example-server,0.1.1,tar,2,4,50.00,cpython-310,fastapi_example_server-0.1.1,2,100.00,False,0,network,no
firthlogist-0.5.0.tar.gz,firthlogist,0.5.0,tar,2,7,28.57,cpython-310,firthlogist-0.5.0,2,100.00,True,1,testing,no
flask-batteries-0.0.0.tar.gz,flask-batteries,0.0.0,tar,2,15,13.33,cpython-39,flask-batteries-0.0.0,2,100.00,True,1,,no
flask_batteries-0.0.0-py3-none-any.whl,flask-batteries,0.0.0,wheel,2,15,13.33,cpython-39,flask_batteries,2,100.00,True,1,,no
Flask_SQLAlchemy_Database_Orchestration-1.0.5.tar.gz,flask-sqlalchemy-database-orchestration,1.0.5,tar,2,34,5.88,cpython-39,Flask_SQLAlchemy_Database_Orchestration-1.0.5,2,100.00,False,0,data,no
flavius_py310-0.2.0.tar.gz,flavius-py310,0.2.0,tar,2,2,100.00,cpython-310,flavius_py310-0.2.0,2,100.00,False,0,data;network,no
flavius_py311-0.2.0.tar.gz,flavius-py311,0.2.0,tar,2,2,100.00,cpython-311,flavius_py311-0.2.0,2,100.00,False,0,data;network,no
flavius-0.2.0.tar.gz,flavius,0.2.0,tar,2,2,100.00,cpython-310,flavius-0.2.0,2,100.00,False,0,data;network,no
foolproof-0.1.8.tar.gz,foolproof,0.1.8,tar,2,2,100.00,cpython-310,foolproof-0.1.8,2,100.00,True,4,,no
fsqlexec-0.2.12.tar.gz,fsqlexec,0.2.12,tar,2,7,28.57,cpython-39,fsqlexec-0.2.12,2,100.00,True,4,,no
funwavetools-0.2.1.tar.gz,funwavetools,0.2.1,tar,2,34,5.88,cpython-310,funwavetools-0.2.1,2,100.00,True,2,,no
garpix_page-2.48.2-py3-none-any.whl,garpix-page,2.48.2,wheel,2,86,2.33,cpython-38,garpix_page,2,100.00,True,1,network,no
garpix_page-2.48.2.tar.gz,garpix-page,2.48.2,tar,2,86,2.33,cpython-38,garpix_page-2.48.2,2,100.00,True,1,network,no
gdbfrontend-0.11.3-py3-none-any.whl,gdbfrontend,0.11.3,wheel,2,130,1.54,cpython-39,gdbfrontend,2,100.00,True,27,network,no
gdbfrontend-0.11.3.tar.gz,gdbfrontend,0.11.3,tar,2,130,1.54,cpython-39,gdbfrontend-0.11.3,2,100.00,True,27,network,no
geon-0.1.9.tar.gz,geon,0.1.9,tar,2,8,25.00,cpython-310,geon-0.1.9,2,100.00,True,19,,no
gibson2-1.0.2.tar.gz,gibson2,1.0.2,tar,2,134,1.49,cpython-38,gibson2-1.0.2,2,100.00,True,4,ml,no
golf_companion_533_app-0.1.3-py3-none-any.whl,golf-companion-533-app,0.1.3,wheel,2,15,13.33,cpython-311,golf_companion_533_app,2,100.00,False,0,,no
golf_companion_533_app-0.1.3.tar.gz,golf-companion-533-app,0.1.3,tar,2,15,13.33,cpython-311,golf_companion_533_app-0.1.3,2,100.00,False,0,,no
gpt_verse-0.1.0.tar.gz,gpt-verse,0.1.0,tar,2,3,66.67,cpython-312,gpt_verse-0.1.0,2,100.00,False,0,,no
gpt4free-0.0.0-py3-none-any.whl,gpt4free,0.0.0,wheel,2,12,16.67,cpython-311;cpython-39,g4f,2,100.00,True,2,network,no
gpt4free-0.0.0.tar.gz,gpt4free,0.0.0,tar,2,12,16.67,cpython-311;cpython-39,gpt4free-0.0.0,2,100.00,True,2,network,no
headergen-2.0.2-py3-none-any.whl,headergen,2.0.2,wheel,2,10,20.00,cpython-310,framework_models,2,100.00,True,6,ml,no
headergen-2.0.2.tar.gz,headergen,2.0.2,tar,2,10,20.00,cpython-310,headergen-2.0.2,2,100.00,True,6,ml,no
httpx_socks-0.11.0.tar.gz,httpx-socks,0.11.0,tar,2,77,2.60,cpython-38;cpython-39,httpx_socks-0.11.0,2,100.00,False,0,testing,no
idl2js-0.1.3.tar.gz,idl2js,0.1.3,tar,2,29,6.90,cpython-310,idl2js-0.1.3,2,100.00,False,0,,no
integron_finder-2.0.6.tar.gz,integron-finder,2.0.6,tar,2,174,1.15,cpython-38;cpython-39,integron_finder-2.0.6,2,100.00,True,4,testing,no
isoCycle-0.1.16.tar.gz,isocycle,0.1.16,tar,2,12,16.67,cpython-39,isoCycle-0.1.16,2,100.00,True,2,,no
IvFinder-0.0.1-py3-none-any.whl,ivfinder,0.0.1,wheel,2,2,100.00,cpython-38,build;src,2,100.00,False,0,build;data,no
jose_meu_pacote-0.1.tar.gz,jose-meu-pacote,0.1,tar,2,2,100.00,cpython-311,jose_meu_pacote-0.1,2,100.00,False,0,,no
json_de2zh-0.1.1-py3-none-any.whl,json-de2zh,0.1.1,wheel,2,2,100.00,cpython-38,json_de2zh,2,100.00,False,0,data,no
json_de2zh-0.1.1.tar.gz,json-de2zh,0.1.1,tar,2,2,100.00,cpython-38,json_de2zh-0.1.1,2,100.00,False,0,data,no
juham-0.1.5.tar.gz,juham,0.1.5,tar,2,6,33.33,cpython-312,juham-0.1.5,2,100.00,False,0,testing,no
junior_ssl-0.5.0-py3-none-any.whl,junior-ssl,0.5.0,wheel,2,16,12.50,cpython-38,jssl,2,100.00,False,0,security,yes
kanao-1.0.0.tar.gz,kanao,1.0.0,tar,2,9,22.22,cpython-311,kanao-1.0.0,2,100.00,False,0,,no
kazam-2.0.0-py3-none-any.whl,kazam,2.0.0,wheel,2,91,2.20,cpython-312;cpython-38,kazam,2,100.00,True,1,,no
lapis-gen-0.3.1.tar.gz,lapis-gen,0.3.1,tar,2,44,4.55,cpython-310,lapis-gen-0.3.1,2,100.00,True,1,ml,no
lda_segmenter-0.1.1.tar.gz,lda-segmenter,0.1.1,tar,2,2,100.00,cpython-312,lda_segmenter-0.1.1,2,100.00,False,0,,no
lenskit_auto-0.3.0-py3-none-any.whl,lenskit-auto,0.3.0,wheel,2,92,2.17,cpython-312,tests,2,100.00,True,3,testing,no
lenskit_auto-0.3.0.tar.gz,lenskit-auto,0.3.0,tar,2,92,2.17,cpython-312,lenskit_auto-0.3.0,2,100.00,True,3,testing,no
lichens-0.1.0.tar.gz,lichens,0.1.0,tar,2,18,11.11,cpython-310,lichens-0.1.0,2,100.00,False,0,data,no
lightclaw-0.1.19-py3-none-any.whl,lightclaw,0.1.19,wheel,2,33,6.06,cpython-312,lightclaw,2,100.00,True,8,,no
lightclaw-0.1.19.tar.gz,lightclaw,0.1.19,tar,2,33,6.06,cpython-312,lightclaw-0.1.19,2,100.00,True,8,,no
lilota-1.1.0-py3-none-any.whl,lilota,1.1.0,wheel,2,4,50.00,cpython-312,lilota,2,100.00,True,1,data,no
lilota-1.1.0.tar.gz,lilota,1.1.0,tar,2,4,50.00,cpython-312,lilota-1.1.0,2,100.00,True,1,data,no
LTEpy-1.0.4.tar.gz,ltepy,1.0.4,tar,2,3,66.67,cpython-310;cpython-311,LTEpy-1.0.4,2,100.00,False,0,,no
lunalib-2.6.9.tar.gz,lunalib,2.6.9,tar,2,33,6.06,cpython-310,lunalib-2.6.9,2,100.00,True,1,,no
magic_carpet-0.2.0.tar.gz,magic-carpet,0.2.0,tar,2,14,14.29,cpython-311,magic_carpet-0.2.0,2,100.00,False,0,ml,no
magnebot-2.2.10.tar.gz,magnebot,2.2.10,tar,2,44,4.55,cpython-311,magnebot-2.2.10,2,100.00,False,0,,no
mcl_name_comparison-1.0.4-py3-none-any.whl,mcl-name-comparison,1.0.4,wheel,2,2,100.00,cpython-310,mcl_name_comparison,2,100.00,False,0,,no
mdanse-2.0.1.tar.gz,mdanse,2.0.1,tar,2,2,100.00,cpython-311,mdanse-2.0.1,2,100.00,True,3,data,no
mdpsolver-0.9.10-py3-none-any.whl,mdpsolver,0.9.10,wheel,2,6,33.33,cpython-310,mdpsolver,2,100.00,False,0,,no
mdpsolver-0.9.10.tar.gz,mdpsolver,0.9.10,tar,2,6,33.33,cpython-310,mdpsolver-0.9.10,2,100.00,False,0,,no
measureunit-0.0.2.post0-py3-none-any.whl,measureunit,0.0.2.post0,wheel,2,6,33.33,cpython-311,measureunit,2,100.00,False,0,,no
measureunit-0.0.2.post0.tar.gz,measureunit,0.0.2.post0,tar,2,6,33.33,cpython-311,measureunit-0.0.2.post0,2,100.00,True,1,,no
medical_article_sdk-0.1.5.tar.gz,medical-article-sdk,0.1.5,tar,2,2,100.00,cpython-312,medical_article_sdk-0.1.5,2,100.00,False,0,,no
micomputing-1.1.49-py3-none-any.whl,micomputing,1.1.49,wheel,2,5,40.00,cpython-39,micomputing,2,100.00,True,9,,no
micomputing-1.1.49.tar.gz,micomputing,1.1.49,tar,2,5,40.00,cpython-39,micomputing-1.1.49,2,100.00,True,9,,no
microsdevtoolkit-3.0.8-py3-none-any.whl,microsdevtoolkit,3.0.8,wheel,2,83,2.41,cpython-312,micrOS;toolkit,2,100.00,True,15,,no
microsdevtoolkit-3.0.8.tar.gz,microsdevtoolkit,3.0.8,tar,2,83,2.41,cpython-312,microsdevtoolkit-3.0.8,2,100.00,True,15,,no
minecraft-mcp-server-1.0.2.tar.gz,minecraft-mcp-server,1.0.2,tar,2,13,15.38,cpython-312;cpython-313,minecraft-mcp-server-1.0.2,2,100.00,False,0,network,no
minecraft_mcp_server-1.0.2-py3-none-any.whl,minecraft-mcp-server,1.0.2,wheel,2,13,15.38,cpython-312;cpython-313,tools,2,100.00,False,0,network,no
monviso-0.1.5.tar.gz,monviso,0.1.5,tar,2,16,12.50,cpython-39,monviso-0.1.5,2,100.00,True,1,,no
moonframework-0.1.21-py3-none-any.whl,moonframework,0.1.21,wheel,2,29,6.90,cpython-313,Moon,2,100.00,True,3,,no
moonframework-0.1.21.tar.gz,moonframework,0.1.21,tar,2,29,6.90,cpython-313,moonframework-0.1.21,2,100.00,True,3,,no
mosaic-nist-2.4.tar.gz,mosaic-nist,2.4,tar,2,5,40.00,cpython-310,mosaic-nist-2.4,2,100.00,True,5,testing,no
mrphantom-1.0.4.tar.gz,mrphantom,1.0.4,tar,2,4,50.00,cpython-312,mrphantom-1.0.4,2,100.00,False,0,,no
mxpi-mx-1.4.5.tar.gz,mxpi-mx,1.4.5,tar,2,129,1.55,cpython-310;cpython-39,mxpi-mx-1.4.5,2,100.00,True,3,,no
mxpi_mx-1.4.5-py3-none-any.whl,mxpi-mx,1.4.5,wheel,2,129,1.55,cpython-310;cpython-39,Mx,2,100.00,True,3,,no
napari_blender-1.0.1-py3-none-any.whl,napari-blender,1.0.1,wheel,2,21,9.52,cpython-310,napari_blender;scripts,2,100.00,False,0,data,no
napari_blender-1.0.1.tar.gz,napari-blender,1.0.1,tar,2,21,9.52,cpython-310,napari_blender-1.0.1,2,100.00,False,0,data,no
naver_email_verifier-1.0.3-py3-none-any.whl,naver-email-verifier,1.0.3,wheel,2,2,100.00,cpython-311,naver_email_verifier,2,100.00,False,0,,no
naver_email_verifier-1.0.3.tar.gz,naver-email-verifier,1.0.3,tar,2,2,100.00,cpython-311,naver_email_verifier-1.0.3,2,100.00,False,0,,no
ndlpy-0.2.1.tar.gz,ndlpy,0.2.1,tar,2,30,6.67,cpython-311,ndlpy-0.2.1,2,100.00,False,0,testing,no
neverland_tools-0.1.dev7-py3-none-any.whl,neverland-tools,0.1.dev7,wheel,2,4,50.00,cpython-310,neverland_tools,2,100.00,False,0,build,no
neverland_tools-0.1.dev7.tar.gz,neverland-tools,0.1.dev7,tar,2,4,50.00,cpython-310,neverland_tools-0.1.dev7,2,100.00,False,0,build,no
newNeuropsydia-0.1.1.tar.gz,newneuropsydia,0.1.1,tar,2,36,5.56,cpython-38;cpython-39,newNeuropsydia-0.1.1,2,100.00,True,2,,no
newrelic_synthetic_python_client-0.3.1.tar.gz,newrelic-synthetic-python-client,0.3.1,tar,2,12,16.67,cpython-38,newrelic_synthetic_python_client-0.3.1,2,100.00,False,0,network;security,yes
nodeology-0.0.3-py3-none-any.whl,nodeology,0.0.3,wheel,2,9,22.22,cpython-311,nodeology,2,100.00,True,2,network,no
nose3-1.3.8.tar.gz,nose3,1.3.8,tar,2,574,0.35,cpython-310;cpython-311,nose3-1.3.8,2,100.00,True,4,,no
openff_nagl_models-2025.9.0.tar.gz,openff-nagl-models,2025.9.0,tar,2,13,15.38,cpython-310;cpython-311,openff_nagl_models-2025.9.0,2,100.00,True,4,,no
orionvis-1.1.3.tar.gz,orionvis,1.1.3,tar,2,64,3.12,cpython-311,orionvis-1.1.3,2,100.00,True,7,network,no
perly_core-0.0.1-cp312-cp312-manylinux_2_34_x86_64.whl,perly-core,0.0.1,wheel,2,8,25.00,cpython-312,perly,2,100.00,False,0,network,no
pgn4people-poc-1.0.0.tar.gz,pgn4people-poc,1.0.0,tar,2,20,10.00,cpython-39,pgn4people-poc-1.0.0,2,100.00,True,2,cli,no
pgn4people_poc-1.0.0-py39-none-any.whl,pgn4people-poc,1.0.0,wheel,2,20,10.00,cpython-39,pgn4people_poc,2,100.00,True,2,cli,no
phew-1.2.0.tar.gz,phew,1.2.0,tar,2,5,40.00,cpython-39,phew-1.2.0,2,100.00,False,0,,no
pic_scanner-1.0.0.dev1.tar.gz,pic-scanner,1.0.0.dev1,tar,2,36,5.56,cpython-311,pic_scanner-1.0.0.dev1,2,100.00,True,1,,no
pipereport-0.0.10-py3-none-any.whl,pipereport,0.0.10,wheel,2,18,11.11,cpython-310,pipereport,2,100.00,True,1,,no
pipereport-0.0.10.tar.gz,pipereport,0.0.10,tar,2,18,11.11,cpython-310,pipereport-0.0.10,2,100.00,True,1,,no
prescient_igloo-0.1.2-py3-none-any.whl,prescient-igloo,0.1.2,wheel,2,4,50.00,cpython-311,igloo,2,100.00,True,6,ml,no
prescient_igloo-0.1.2.tar.gz,prescient-igloo,0.1.2,tar,2,4,50.00,cpython-311,prescient_igloo-0.1.2,2,100.00,True,16,ml,no
prodiapy-5.1.6.tar.gz,prodiapy,5.1.6,tar,2,11,18.18,cpython-310,prodiapy-5.1.6,2,100.00,False,0,,no
py_ab_experiment-0.3.2.tar.gz,py-ab-experiment,0.3.2,tar,2,19,10.53,cpython-310,py_ab_experiment-0.3.2,2,100.00,True,1,,no
Py_FS-0.2.1-py3-none-any.whl,py-fs,0.2.1,wheel,2,52,3.85,cpython-38,Py_FS,2,100.00,False,0,,no
pyAudioAnalyzer-0.2.2.tar.gz,pyaudioanalyzer,0.2.2,tar,2,4,50.00,cpython-39,pyAudioAnalyzer-0.2.2,2,100.00,False,0,,no
pybuildingenergy-2.0.2.tar.gz,pybuildingenergy,2.0.2,tar,2,4,50.00,cpython-311;cpython-312,pybuildingenergy-2.0.2,2,100.00,False,0,testing,no
pycamia-1.0.41-py3-none-any.whl,pycamia,1.0.41,wheel,2,5,40.00,cpython-39,micomputing,2,100.00,True,33,,no
pycamia-1.0.41.tar.gz,pycamia,1.0.41,tar,2,5,40.00,cpython-39,pycamia-1.0.41,2,100.00,True,33,,no
PyFCR-1.3.tar.gz,pyfcr,1.3,tar,2,13,15.38,cpython-310,PyFCR-1.3,2,100.00,True,1,,no
pylibimport-1.9.2-py3-none-any.whl,pylibimport,1.9.2,wheel,2,18,11.11,cpython-38,pylibimport,2,100.00,True,3,,no
pyoverload-2.0.3-py3-none-any.whl,pyoverload,2.0.3,wheel,2,5,40.00,cpython-39,micomputing,2,100.00,True,23,,no
pyoverload-2.0.3.tar.gz,pyoverload,2.0.3,tar,2,5,40.00,cpython-39,pyoverload-2.0.3,2,100.00,True,23,,no
pysolve_gn-0.0.3-py3-none-any.whl,pysolve-gn,0.0.3,wheel,2,10,20.00,cpython-312,pysolvegn,2,100.00,False,0,,no
python_orders_exam-0.1.0.tar.gz,python-orders-exam,0.1.0,tar,2,40,5.00,cpython-311,python_orders_exam-0.1.0,2,100.00,False,0,network,no
python_orders_examm-0.1.0.tar.gz,python-orders-examm,0.1.0,tar,2,40,5.00,cpython-311,python_orders_examm-0.1.0,2,100.00,False,0,network,no
pytorch_common-0.3.8.tar.gz,pytorch-common,0.3.8,tar,2,45,4.44,cpython-310;cpython-39,pytorch_common-0.3.8,2,100.00,True,3,,no
pyunicorn-0.9.0.tar.gz,pyunicorn,0.9.0,tar,2,2,100.00,cpython-313,pyunicorn-0.9.0,2,100.00,True,2,,no
pyvisual-0.65-py3-none-any.whl,pyvisual,0.65,wheel,2,35,5.71,cpython-310,pyvisual,2,100.00,True,2,,no
pyvisual-0.65.tar.gz,pyvisual,0.65,tar,2,35,5.71,cpython-310,pyvisual-0.65,2,100.00,True,2,,no
pyvorse-1.0.4.tar.gz,pyvorse,1.0.4,tar,2,19,10.53,cpython-39,pyvorse-1.0.4,2,100.00,False,0,data,no
qdrive-0.2.60-py3-none-any.whl,qdrive,0.2.60,wheel,2,7,28.57,cpython-311,qdrive,2,100.00,True,1,data,no
qibullet-1.4.6-py3-none-any.whl,qibullet,1.4.6,wheel,2,2,100.00,cpython-38;cpython-39,qibullet,2,100.00,False,0,data,no
qibullet-1.4.6.tar.gz,qibullet,1.4.6,tar,2,2,100.00,cpython-38;cpython-39,qibullet-1.4.6,2,100.00,False,0,data,no
quik_config-1.9.1-py3-none-any.whl,quik-config,1.9.1,wheel,2,37,5.41,cpython-310;cpython-38,quik_config,2,100.00,True,34,,no
quik_config-1.9.1.tar.gz,quik-config,1.9.1,tar,2,39,5.13,cpython-310;cpython-38,quik_config-1.9.1,2,100.00,True,128,,no
restless_dj_utils-0.2b5-py3-none-any.whl,restless-dj-utils,0.2b5,wheel,2,54,3.70,cpython-38,restless_dj_utils,2,100.00,False,0,security,yes
restless_dj_utils-0.2b5.tar.gz,restless-dj-utils,0.2b5,tar,2,54,3.70,cpython-38,restless_dj_utils-0.2b5,2,100.00,False,0,security,yes
rlxutils-0.1.10.tar.gz,rlxutils,0.1.10,tar,2,5,40.00,cpython-38,rlxutils-0.1.10,2,100.00,False,0,,no
roon-0.5.1-py3-none-any.whl,roon,0.5.1,wheel,2,2,100.00,cpython-39,roon,2,100.00,True,7,,no
rostaingchain-1.3.0-py3-none-any.whl,rostaingchain,1.3.0,wheel,2,19,10.53,cpython-313,rostaingchain,2,100.00,True,1,,no
rostaingchain-1.3.0.tar.gz,rostaingchain,1.3.0,tar,2,19,10.53,cpython-313,rostaingchain-1.3.0,2,100.00,True,1,,no
