artifact,package,version,artifact_type,source_less_pyc,total_pyc_in_artifact,source_less_pyc_pct_in_artifact,python_tags,top_level_paths,source_recoverable_pyc,source_recoverable_pct,dynamic_loading_indicator,dynamic_load_hits,keyword_categories,security_keyword_indicator
seele-0.5.5-py3-none-any.whl,seele,0.5.5,wheel,19,46,41.30,cpython-310;cpython-312,website;seele_app,19,100.00,False,0,,no
seele-0.5.5.tar.gz,seele,0.5.5,tar,19,46,41.30,cpython-310;cpython-312,seele-0.5.5,19,100.00,False,0,,no
silobuster-1.0.3-py3-none-any.whl,silobuster,1.0.3,wheel,19,63,30.16,cpython-310;cpython-39,silobuster,19,100.00,True,2,data;ml,no
silobuster-1.0.3.tar.gz,silobuster,1.0.3,tar,19,63,30.16,cpython-310;cpython-39,silobuster-1.0.3,19,100.00,True,2,data;ml,no
synchronizer_rpc-0.1.3-py3-none-any.whl,synchronizer-rpc,0.1.3,wheel,19,19,100.00,cpython-38,synchronizer_rpc,19,100.00,False,0,data;network,no
emoc-0.0.1a1-py3-none-any.whl,emoc,0.0.1a1,wheel,18,54,33.33,cpython-39,emoc,18,100.00,True,1,,no
johnsonthy-1.2.3-py310-none-any.whl,johnsonthy,1.2.3,wheel,18,18,100.00,cpython-310,johnsonthy,18,100.00,False,0,network,no
mafutils-0.1.1.tar.gz,mafutils,0.1.1,tar,18,28,64.29,cpython-311;cpython-312;cpython-313;cpython-39,mafutils-0.1.1,18,100.00,False,0,cli,no
puft-0.4.3-py3-none-any.whl,puft,0.4.3,wheel,18,72,25.00,cpython-310,puft,18,100.00,True,3,build;cli;data,no
puft-0.4.3.tar.gz,puft,0.4.3,tar,18,72,25.00,cpython-310,puft-0.4.3,18,100.00,True,3,build;cli;data,no
reefledge-1.6.3.tar.gz,reefledge,1.6.3,tar,18,99,18.18,cpython-310;cpython-38;cpython-39,reefledge-1.6.3,18,100.00,False,0,network,no
ships-1.9.0.tar.gz,ships,1.9.0,tar,18,178,10.11,cpython-310;cpython-311,ships-1.9.0,18,100.00,True,1,data;testing,no
cad_diffusion-1.2.tar.gz,cad-diffusion,1.2,tar,17,94,18.09,cpython-310,cad_diffusion-1.2,17,100.00,True,19,data,no
lakehouse_daft_unity-0.3.0-py311-none-any.whl,lakehouse-daft-unity,0.3.0,wheel,17,17,100.00,cpython-311,lakehouse,17,100.00,False,0,data,no
lakehouse_daft-0.3.0-py311-none-any.whl,lakehouse-daft,0.3.0,wheel,17,17,100.00,cpython-311,lakehouse,17,100.00,False,0,data,no
lakehouse_polars_unity-0.3.0-py311-none-any.whl,lakehouse-polars-unity,0.3.0,wheel,17,17,100.00,cpython-311,lakehouse,17,100.00,False,0,data,no
lakehouse_polars-0.3.0-py311-none-any.whl,lakehouse-polars,0.3.0,wheel,17,17,100.00,cpython-311,lakehouse,17,100.00,False,0,data,no
lakehouse_spark_db-0.3.0-py311-none-any.whl,lakehouse-spark-db,0.3.0,wheel,17,17,100.00,cpython-311,lakehouse,17,100.00,False,0,data,no
lakehouse_spark_unity-0.3.0-py311-none-any.whl,lakehouse-spark-unity,0.3.0,wheel,17,17,100.00,cpython-311,lakehouse,17,100.00,False,0,data,no
lakehouse_spark-0.3.0-py311-none-any.whl,lakehouse-spark,0.3.0,wheel,17,17,100.00,cpython-311,lakehouse,17,100.00,False,0,data,no
lakehouse_unity-0.3.0-py311-none-any.whl,lakehouse-unity,0.3.0,wheel,17,17,100.00,cpython-311,lakehouse,17,100.00,False,0,data,no
nanornaqtl-2.0.0-cp310-none-any.whl,nanornaqtl,2.0.0,wheel,17,17,100.00,cpython-310,nanornaqtl,17,100.00,False,0,,no
oriongeno-1.0.2-py3-none-any.whl,oriongeno,1.0.2,wheel,17,17,100.00,cpython-312,oriongeno,17,100.00,False,0,ml,no
uplogic-5.1.2.tar.gz,uplogic,5.1.2,tar,17,863,1.97,cpython-310;cpython-311,uplogic-5.1.2,17,100.00,True,7,,no
discordpy_common-0.2.1.tar.gz,discordpy-common,0.2.1,tar,16,16,100.00,cpython-312,discordpy_common-0.2.1,16,100.00,False,0,,no
factory_farm-1.2.6.tar.gz,factory-farm,1.2.6,tar,16,88,18.18,cpython-310;cpython-311,factory_farm-1.2.6,16,100.00,True,2,,no
ozi-2.1.31-cp310-none-any.whl,ozi,2.1.31,wheel,16,16,100.00,cpython-310,ozi,16,100.00,False,0,build,no
pmtvs-1.0.7-cp312-cp312-macosx_11_0_arm64.whl,pmtvs,1.0.7,wheel,16,133,12.03,cpython-312;cpython-314,pmtvs_physics;pmtvs_dynamics;pmtvs_information,16,100.00,False,0,,no
seele_plz-0.0.6-py3-none-any.whl,seele-plz,0.0.6,wheel,16,42,38.10,cpython-310;cpython-312,website;seele_app,16,100.00,False,0,,no
seele_plz-0.0.6.tar.gz,seele-plz,0.0.6,tar,16,42,38.10,cpython-310;cpython-312,seele_plz-0.0.6,16,100.00,False,0,,no
vitamin-model-checker-1.5.tar.gz,vitamin-model-checker,1.5,tar,16,83,19.28,cpython-310,vitamin-model-checker-1.5,16,100.00,True,9,data;ml,no
biotech-1.1.10.tar.gz,biotech,1.1.10,tar,15,80,18.75,cpython-310;cpython-311,biotech-1.1.10,15,100.00,True,2,,no
cesarview-0.5.3-py310-none-any.whl,cesarview,0.5.3,wheel,15,15,100.00,cpython-310,cesarview,15,100.00,False,0,,no
erpl-0.1.11.tar.gz,erpl,0.1.11,tar,15,48,31.25,cpython-310,erpl-0.1.11,15,100.00,True,2,ml,no
pythonix-3.0.0.tar.gz,pythonix,3.0.0,tar,15,32,46.88,cpython-310;cpython-311,pythonix-3.0.0,15,100.00,False,0,data,no
scPANTHEON-0.5.5.3.tar.gz,scpantheon,0.5.5.3,tar,15,52,28.85,cpython-311;cpython-38;cpython-39,scPANTHEON-0.5.5.3,15,100.00,True,8,data;plugin,no
simo-3.5.42-py3-none-any.whl,simo,3.5.42,wheel,15,837,1.79,cpython-312;cpython-38,simo,15,100.00,True,14,network;security;testing,yes
simo-3.5.42.tar.gz,simo,3.5.42,tar,15,838,1.79,cpython-312;cpython-38,simo-3.5.42,15,100.00,True,14,network;security;testing,yes
agiflow_sdk-0.0.24.tar.gz,agiflow-sdk,0.0.24,tar,14,147,9.52,cpython-311,agiflow_sdk-0.0.24,14,100.00,True,18,,no
aixblock_core-0.0.8.tar.gz,aixblock-core,0.0.8,tar,14,312,4.49,cpython-310,aixblock_core-0.0.8,14,100.00,True,3,plugin,no
langgraph_api_inmem-0.0.4.tar.gz,langgraph-api-inmem,0.0.4,tar,14,70,20.00,cpython-311;cpython-312,langgraph_api_inmem-0.0.4,14,100.00,True,1,data;network,no
lazyinit-0.1.6.tar.gz,lazyinit,0.1.6,tar,14,17,82.35,cpython-39,lazyinit-0.1.6,14,100.00,True,1,ml,no
lr_etl-0.0.7.tar.gz,lr-etl,0.0.7,tar,14,44,31.82,cpython-310;cpython-38,lr_etl-0.0.7,14,100.00,False,0,data;ml,no
majordome-1.2.0-cp312-abi3-manylinux_2_28_x86_64.whl,majordome,1.2.0,wheel,14,33,42.42,cpython-312;cpython-313,majordome,14,100.00,True,5,data,no
movies_ogv-1.5.0.tar.gz,movies-ogv,1.5.0,tar,14,82,17.07,cpython-310;cpython-311,movies_ogv-1.5.0,14,100.00,False,0,security;testing,yes
orwynn-3.3.0.tar.gz,orwynn,3.3.0,tar,14,19,73.68,cpython-312,orwynn-3.3.0,14,100.00,True,1,network,no
punkweb_insight-0.1.1-py3-none-any.whl,punkweb-insight,0.1.1,wheel,14,40,35.00,cpython-311,insight;punkweb_insight,14,100.00,False,0,,no
pywxbase-1.1.0-py310-none-any.whl,pywxbase,1.1.0,wheel,14,14,100.00,cpython-310,pywxbase,14,100.00,False,0,,no
quarkcircuit-0.5.5-py3-none-any.whl,quarkcircuit,0.5.5,wheel,14,14,100.00,cpython-312,quark,14,100.00,False,0,,no
quarkcircuit-0.5.5.tar.gz,quarkcircuit,0.5.5,tar,14,14,100.00,cpython-312,quarkcircuit-0.5.5,14,100.00,False,0,,no
unifair-0.1.0.tar.gz,unifair,0.1.0,tar,14,62,22.58,cpython-310,unifair-0.1.0,14,100.00,False,0,data,no
deepuq-0.1.6.tar.gz,deepuq,0.1.6,tar,13,38,34.21,cpython-310;cpython-39,deepuq-0.1.6,13,100.00,True,4,,no
lifedata-0.1.1-py3-none-any.whl,lifedata,0.1.1,wheel,13,235,5.53,cpython-310;cpython-38,lifedata,13,100.00,True,1,cli;data;security;testing,yes
lifedata-0.1.1.tar.gz,lifedata,0.1.1,tar,13,235,5.53,cpython-310;cpython-38,lifedata-0.1.1,13,100.00,True,1,cli;data;security;testing,yes
mathpachesfortrana-0.0.3.tar.gz,mathpachesfortrana,0.0.3,tar,13,13,100.00,cpython-311,mathpachesfortrana-0.0.3,13,100.00,False,0,,no
metdig-1.1.0.0-py3-none-any.whl,metdig,1.1.0.0,wheel,13,275,4.73,cpython-38,metdig,13,100.00,True,1,,no
nbox-0.12.4.tar.gz,nbox,0.12.4,tar,13,23,56.52,cpython-310;cpython-39,nbox-0.12.4,13,100.00,True,2,,no
punkweb_bb-0.5.2.tar.gz,punkweb-bb,0.5.2,tar,13,91,14.29,cpython-311;cpython-313,punkweb_bb-0.5.2,13,100.00,False,0,,no
verbecc-2.0.2-py3-none-any.whl,verbecc,2.0.2,wheel,13,155,8.39,cpython-311,verbecc,13,100.00,False,0,data,no
verbecc-2.0.2.tar.gz,verbecc,2.0.2,tar,13,155,8.39,cpython-311,verbecc-2.0.2,13,100.00,False,0,data,no
zxvcv.util-0.4.1-py310-none-any.whl,zxvcv-util,0.4.1,wheel,13,13,100.00,cpython-310,zxvcv,13,100.00,False,0,,no
cli_arcade-2026.6.1-py3-none-any.whl,cli-arcade,2026.6.1,wheel,12,38,31.58,cpython-313,games;game_classes,12,100.00,True,1,cli,no
cli_arcade-2026.6.1.tar.gz,cli-arcade,2026.6.1,tar,12,38,31.58,cpython-313,cli_arcade-2026.6.1,12,100.00,True,1,cli,no
colordove_auto-1.0.57.tar.gz,colordove-auto,1.0.57,tar,12,75,16.00,cpython-38,colordove_auto-1.0.57,12,100.00,True,1,network,no
crawlite-0.1.3.tar.gz,crawlite,0.1.3,tar,12,59,20.34,cpython-310;cpython-38,crawlite-0.1.3,12,100.00,False,0,network,no
dinnovos_agent_cli-1.0.7.tar.gz,dinnovos-agent-cli,1.0.7,tar,12,108,11.11,cpython-313,dinnovos_agent_cli-1.0.7,12,100.00,False,0,cli,no
django-multisite-edc-2.1.0.tar.gz,django-multisite-edc,2.1.0,tar,12,83,14.46,cpython-310;cpython-311;cpython-312;cpython-39,django-multisite-edc-2.1.0,12,100.00,False,0,testing,no
django_multisite_edc-2.1.0-py3-none-any.whl,django-multisite-edc,2.1.0,wheel,12,83,14.46,cpython-310;cpython-311;cpython-312;cpython-39,multisite,12,100.00,False,0,testing,no
dntdb-1.0.4.tar.gz,dntdb,1.0.4,tar,12,13,92.31,cpython-38;cpython-39,dntdb-1.0.4,12,100.00,False,0,data,no
fumedev-0.2.10-py3-none-any.whl,fumedev,0.2.10,wheel,12,128,9.38,cpython-311,fumedev,12,100.00,False,0,,no
huangjb_charset_normalizer-3.4.2-cp313-cp313t-linux_armv7l.whl,huangjb-charset-normalizer,3.4.2,wheel,12,12,100.00,cpython-313,huangjb_charset_normalizer,12,100.00,True,1,build;cli;network,no
mk_carisapi-1.0.3-py3-none-any.whl,mk-carisapi,1.0.3,wheel,12,12,100.00,cpython-311,caris,12,100.00,False,0,,no
mp_btp-2.1.45.tar.gz,mp-btp,2.1.45,tar,12,12,100.00,cpython-312,mp_btp-2.1.45,12,100.00,False,0,network,no
opencopilot-ai-0.3.8.tar.gz,opencopilot-ai,0.3.8,tar,12,111,10.81,cpython-310,opencopilot-ai-0.3.8,12,100.00,True,1,data;ml;network,no
opencopilot_ai-0.3.8-py3-none-any.whl,opencopilot-ai,0.3.8,wheel,12,111,10.81,cpython-310,opencopilot,12,100.00,True,1,data;ml;network,no
panthon-0.3.0-py3-none-any.whl,panthon,0.3.0,wheel,12,28,42.86,cpython-311;cpython-39,panthon,12,100.00,True,10,,no
panthon-0.3.0.tar.gz,panthon,0.3.0,tar,12,28,42.86,cpython-311;cpython-39,panthon-0.3.0,12,100.00,True,10,,no
punkweb_bb-0.5.2-py3-none-any.whl,punkweb-bb,0.5.2,wheel,12,91,13.19,cpython-311;cpython-313,punkweb_bb,12,100.00,False,0,,no
pydal-20260520.0.tar.gz,pydal,20260520.0,tar,12,46,26.09,cpython-312,pydal-20260520.0,12,100.00,True,5,build,no
tdf_tools-2.1.4.tar.gz,tdf-tools,2.1.4,tar,12,57,21.05,cpython-39,tdf_tools-2.1.4,12,100.00,False,0,cli;data,no
uncalled4-4.1.0.tar.gz,uncalled4,4.1.0,tar,12,51,23.53,cpython-38,uncalled4-4.1.0,12,100.00,True,2,ml,no
volts-1.1.1.tar.gz,volts,1.1.1,tar,12,55,21.82,cpython-311,volts-1.1.1,12,100.00,True,1,,no
wecon_charset_normalizer-3.4.2-cp313-cp313t-linux_armv7l.whl,wecon-charset-normalizer,3.4.2,wheel,12,12,100.00,cpython-313,wecon_charset_normalizer,12,100.00,False,0,cli;network,no
aegis-sim-2.3.0.2.tar.gz,aegis-sim,2.3.0.2,tar,11,15,73.33,cpython-38,aegis-sim-2.3.0.2,11,100.00,True,1,testing,no
aichatlite-0.3.0.tar.gz,aichatlite,0.3.0,tar,11,24,45.83,cpython-311,aichatlite-0.3.0,11,100.00,False,0,,no
arnica-2.2.0-py3-none-any.whl,arnica,2.2.0,wheel,11,53,20.75,cpython-311,arnica,11,100.00,False,0,,no
arnica-2.2.0.tar.gz,arnica,2.2.0,tar,11,53,20.75,cpython-311,arnica-2.2.0,11,100.00,False,0,,no
datadashr-0.2.5.tar.gz,datadashr,0.2.5,tar,11,90,12.22,cpython-312,datadashr-0.2.5,11,100.00,True,3,ml;network,no
django-ipghrms-employee-1.20.tar.gz,django-ipghrms-employee,1.20,tar,11,83,13.25,cpython-310;cpython-38;cpython-39,django-ipghrms-employee-1.20,11,100.00,False,0,,no
django_ipghrms_employee-1.20-py3-none-any.whl,django-ipghrms-employee,1.20,wheel,11,83,13.25,cpython-310;cpython-38;cpython-39,employee,11,100.00,False,0,,no
django-scientific-survey-0.3.4.tar.gz,django-scientific-survey,0.3.4,tar,11,69,15.94,cpython-310,django-scientific-survey-0.3.4,11,100.00,True,1,,no
django_scientific_survey-0.3.4-py3-none-any.whl,django-scientific-survey,0.3.4,wheel,11,69,15.94,cpython-310,scientific_survey,11,100.00,True,1,,no
eisenradio-2.4.2-py3-none-any.whl,eisenradio,2.4.2,wheel,11,12,91.67,cpython-310,eisenradio,11,100.00,False,0,network;testing,no
eisenradio-2.4.2.tar.gz,eisenradio,2.4.2,tar,11,12,91.67,cpython-310,eisenradio-2.4.2,11,100.00,False,0,network;testing,no
isage_agentic_tooluse-0.2.0-py2.py3-none-any.whl,isage-agentic-tooluse,0.2.0,wheel,11,12,91.67,cpython-311,sage_agentic_tooluse,11,100.00,False,0,,no
jni-1.2.0b1-cp310-cp310-win_amd64.whl,jni,1.2.0b1,wheel,11,11,100.00,cpython-310,jni,11,100.00,False,0,,no
jsonbind-0.0.18.tar.gz,jsonbind,0.0.18,tar,11,34,32.35,cpython-312,jsonbind-0.0.18,11,100.00,True,2,,no
keywordsai_tracing-0.0.59.tar.gz,keywordsai-tracing,0.0.59,tar,11,36,30.56,cpython-311;cpython-312,keywordsai_tracing-0.0.59,11,100.00,True,1,,no
ozi_spec-1.1.12-cp310-none-any.whl,ozi-spec,1.1.12,wheel,11,11,100.00,cpython-310,ozi_spec,11,100.00,False,0,testing,no
pypbem-1.1.0.tar.gz,pypbem,1.1.0,tar,11,25,44.00,cpython-310;cpython-311,pypbem-1.1.0,11,100.00,False,0,,no
rrview-0.8.2-py3-none-any.whl,rrview,0.8.2,wheel,11,13,84.62,cpython-311,rrview,11,100.00,False,0,network,no
rrview-0.8.2.tar.gz,rrview,0.8.2,tar,11,13,84.62,cpython-311,rrview-0.8.2,11,100.00,False,0,network,no
scitq-1.3.8-py3-none-any.whl,scitq,1.3.8,wheel,11,18,61.11,cpython-310;cpython-312;cpython-38,scitq,11,100.00,True,3,,no
scitq-1.3.8.tar.gz,scitq,1.3.8,tar,11,18,61.11,cpython-310;cpython-312;cpython-38,scitq-1.3.8,11,100.00,True,3,,no
spotidex-1.0.0.tar.gz,spotidex,1.0.0,tar,11,21,52.38,cpython-312,spotidex-1.0.0,11,100.00,True,1,cli,no
stadium_jams-1.1.0.tar.gz,stadium-jams,1.1.0,tar,11,44,25.00,cpython-310;cpython-311,stadium_jams-1.1.0,11,100.00,True,2,build,no
ThreatHunter-1.1.4.tar.gz,threathunter,1.1.4,tar,11,21,52.38,cpython-311,ThreatHunter-1.1.4,11,100.00,True,3,,no
tma_flutter-0.1.15.tar.gz,tma-flutter,0.1.15,tar,11,37,29.73,cpython-312,tma_flutter-0.1.15,11,100.00,False,0,testing,no
wh_fastapi_crud_tortoise-0.1.31-py3-none-any.whl,wh-fastapi-crud-tortoise,0.1.31,wheel,11,11,100.00,cpython-310,fastapi_crud_tortoise,11,100.00,True,1,ml,no
anonympy-0.3.7.tar.gz,anonympy,0.3.7,tar,10,36,27.78,cpython-310;cpython-39,anonympy-0.3.7,10,100.00,False,0,ml;testing,no
awsibox-1.0.2-py3-none-any.whl,awsibox,1.0.2,wheel,10,17,58.82,cpython-311;cpython-313,awsibox,10,100.00,True,3,,no
awsibox-1.0.2.tar.gz,awsibox,1.0.2,tar,10,17,58.82,cpython-311;cpython-313,awsibox-1.0.2,10,100.00,True,3,,no
django_app_novadata-0.1.1.tar.gz,django-app-novadata,0.1.1,tar,10,47,21.28,cpython-38,django_app_novadata-0.1.1,10,100.00,False,0,security,yes
fastuav-0.1.1.tar.gz,fastuav,0.1.1,tar,10,134,7.46,cpython-38,fastuav-0.1.1,10,100.00,True,2,cli,no
hilary-1.2.4-py3-none-any.whl,hilary,1.2.4,wheel,10,18,55.56,cpython-310;cpython-311,hilary,10,100.00,False,0,data;testing,no
hilary-1.2.4.tar.gz,hilary,1.2.4,tar,10,18,55.56,cpython-310;cpython-311,hilary-1.2.4,10,100.00,False,0,data;testing,no
install_name_pyc-0.0.2-py38-none-any.whl,install-name-pyc,0.0.2,wheel,10,10,100.00,cpython-38,import_name,10,100.00,False,0,ml,no
LangDeckGen-0.0.9.tar.gz,langdeckgen,0.0.9,tar,10,18,55.56,cpython-39,LangDeckGen-0.0.9,10,100.00,False,0,,no
nextdata-0.1.23-py3-none-any.whl,nextdata,0.1.23,wheel,10,52,19.23,cpython-313,nextdata,10,100.00,True,160,cli;network,no
nextdata-0.1.23.tar.gz,nextdata,0.1.23,tar,10,52,19.23,cpython-313,nextdata-0.1.23,10,100.00,True,160,cli;network,no
orion_browser-0.6.0-py3-none-any.whl,orion-browser,0.6.0,wheel,10,54,18.52,cpython-312,app;browser_use,10,100.00,True,2,network,no
orion_browser-0.6.0.tar.gz,orion-browser,0.6.0,tar,10,54,18.52,cpython-312,orion_browser-0.6.0,10,100.00,True,2,network,no
pIMOS-1.0.1.tar.gz,pimos,1.0.1,tar,10,53,18.87,cpython-38;cpython-39,pIMOS-1.0.1,10,100.00,True,13,,no
tire_cpd-0.1.3.tar.gz,tire-cpd,0.1.3,tar,10,18,55.56,cpython-311;cpython-39,tire_cpd-0.1.3,10,100.00,False,0,,no
ventures-3.0.0.tar.gz,ventures,3.0.0,tar,10,51,19.61,cpython-310,ventures-3.0.0,10,100.00,False,0,,no
bellande_robot_step-0.3.3.tar.gz,bellande-robot-step,0.3.3,tar,9,11,81.82,cpython-38,bellande_robot_step-0.3.3,9,100.00,False,0,,no
bootstrap4_cdn-4.0.7-py3-none-any.whl,bootstrap4-cdn,4.0.7,wheel,9,9,100.00,cpython-39,bootstrap4,9,100.00,False,0,,no
Cactool-0.6.2-py3-none-any.whl,cactool,0.6.2,wheel,9,35,25.71,cpython-310,cactool,9,100.00,False,0,,no
Cactool-0.6.2.tar.gz,cactool,0.6.2,tar,9,35,25.71,cpython-310,Cactool-0.6.2,9,100.00,False,0,,no
diagnoseharmonisation-1.0.1.tar.gz,diagnoseharmonisation,1.0.1,tar,9,20,45.00,cpython-312;cpython-313,diagnoseharmonisation-1.0.1,9,100.00,True,1,testing,no
ekispert-0.5.0-py3-none-any.whl,ekispert,0.5.0,wheel,9,95,9.47,cpython-311;cpython-312;cpython-313,ekispert,9,100.00,False,0,ml,no
ekispert-0.5.0.tar.gz,ekispert,0.5.0,tar,9,95,9.47,cpython-311;cpython-312;cpython-313,ekispert-0.5.0,9,100.00,False,0,ml,no
ekispertapi_sdk_comm-0.6.2.tar.gz,ekispertapi-sdk-comm,0.6.2,tar,9,98,9.18,cpython-311;cpython-312;cpython-313,ekispertapi_sdk_comm-0.6.2,9,100.00,False,0,ml,no
gcrnet-1.1.0.tar.gz,gcrnet,1.1.0,tar,9,25,36.00,cpython-38,gcrnet-1.1.0,9,100.00,True,1,data,no
harmonizationdiagnostics-1.0.0.post6.tar.gz,harmonizationdiagnostics,1.0.0.post6,tar,9,20,45.00,cpython-312;cpython-313,harmonizationdiagnostics-1.0.0.post6,9,100.00,True,1,testing,no
imandra-2.7.0-py3-none-any.whl,imandra,2.7.0,wheel,9,25,36.00,cpython-312;cpython-313,imandra,9,100.00,True,4,cli,no
imandra-2.7.0.tar.gz,imandra,2.7.0,tar,9,25,36.00,cpython-312;cpython-313,imandra-2.7.0,9,100.00,True,4,cli,no
ipamd-0.0.30.tar.gz,ipamd,0.0.30,tar,9,76,11.84,cpython-312,ipamd-0.0.30,9,100.00,True,4,data,no
isage_intent-0.2.0-py2.py3-none-any.whl,isage-intent,0.2.0,wheel,9,10,90.00,cpython-311,sage_intent,9,100.00,False,0,,no
laff-1.0.0.tar.gz,laff,1.0.0,tar,9,31,29.03,cpython-310;cpython-312;cpython-38,laff-1.0.0,9,100.00,False,0,,no
mlipts-0.1.2.tar.gz,mlipts,0.1.2,tar,9,20,45.00,cpython-310,mlipts-0.1.2,9,100.00,False,0,build;data;testing,no
nomodeco-0.2.6.tar.gz,nomodeco,0.2.6,tar,9,34,26.47,cpython-312;cpython-39,nomodeco-0.2.6,9,100.00,False,0,,no
rils-rols-1.6.7.tar.gz,rils-rols,1.6.7,tar,9,33,27.27,cpython-310;cpython-311;cpython-39,rils-rols-1.6.7,9,100.00,False,0,,no
tcdr-0.0.1-py3-none-any.whl,tcdr,0.0.1,wheel,9,21,42.86,cpython-313,tcdr,9,100.00,True,1,network;security,yes
tcdr-0.0.1.tar.gz,tcdr,0.0.1,tar,9,21,42.86,cpython-313,tcdr-0.0.1,9,100.00,True,1,network;security,yes
test_saral_auto-0.1.0-py3-none-any.whl,test-saral-auto,0.1.0,wheel,9,107,8.41,cpython-312,core,9,100.00,True,2,data;testing,no
test_saral_auto-0.1.0.tar.gz,test-saral-auto,0.1.0,tar,9,107,8.41,cpython-312,test_saral_auto-0.1.0,9,100.00,True,2,data;testing,no
wagtail_alerts-1.0.7.tar.gz,wagtail-alerts,1.0.7,tar,9,13,69.23,cpython-311,wagtail_alerts-1.0.7,9,100.00,False,0,,no
wedding-1.0.1.tar.gz,wedding,1.0.1,tar,9,45,20.00,cpython-310,wedding-1.0.1,9,100.00,True,2,,no
womb-1.5.0.tar.gz,womb,1.5.0,tar,9,47,19.15,cpython-310,womb-1.5.0,9,100.00,True,2,,no
body_scan-1.1.1.tar.gz,body-scan,1.1.1,tar,8,34,23.53,cpython-311,body_scan-1.1.1,8,100.00,True,1,,no
bride_of_frankensystem-2.0.0.11-py3-none-any.whl,bride-of-frankensystem,2.0.0.11,wheel,8,78,10.26,cpython-39,BOFS,8,100.00,True,2,data,no
bride_of_frankensystem-2.0.0.11.tar.gz,bride-of-frankensystem,2.0.0.11,tar,8,78,10.26,cpython-39,bride_of_frankensystem-2.0.0.11,8,100.00,True,2,data,no
core_commands-1.4.15.tar.gz,core-commands,1.4.15,tar,8,197,4.06,cpython-311,core_commands-1.4.15,8,100.00,False,0,cli,no
cra5-0.0.3.dev1.tar.gz,cra5,0.0.3.dev1,tar,8,72,11.11,cpython-310,cra5-0.0.3.dev1,8,100.00,True,7,,no
crcc-2.3.0-cp310-cp310-win_amd64.whl,crcc,2.3.0,wheel,8,8,100.00,cpython-310,crcc,8,100.00,False,0,,no
devon_agent-0.1.25.tar.gz,devon-agent,0.1.25,tar,8,95,8.42,cpython-310;cpython-311;cpython-312,devon_agent-0.1.25,8,100.00,False,0,ml;testing,no
django_users_logins-0.1.1-py3-none-any.whl,django-users-logins,0.1.1,wheel,8,8,100.00,cpython-312;cpython-313,Django_auths,8,100.00,False,0,network,no
django_users_logins-0.1.1.tar.gz,django-users-logins,0.1.1,tar,8,8,100.00,cpython-312;cpython-313,django_users_logins-0.1.1,8,100.00,False,0,network,no
fock_matrix-0.0.1.tar.gz,fock-matrix,0.0.1,tar,8,15,53.33,cpython-310,fock_matrix-0.0.1,8,100.00,False,0,,no
forecasting-mle-decathlon-0.1.2.tar.gz,forecasting-mle-decathlon,0.1.2,tar,8,22,36.36,cpython-38,forecasting-mle-decathlon-0.1.2,8,100.00,False,0,data,no
gator_core-2.0.0-py3-none-any.whl,gator-core,2.0.0,wheel,8,8,100.00,cpython-311,src,8,100.00,False,0,,no
isage_eval-0.2.0-py2.py3-none-any.whl,isage-eval,0.2.0,wheel,8,13,61.54,cpython-311,sage_eval,8,100.00,False,0,,no
jpg_dwg-0.1.2-py3-none-any.whl,jpg-dwg,0.1.2,wheel,8,8,100.00,cpython-311,jpg_dwg,8,100.00,False,0,cli,no
libtreesitter-0.26.8-cp310-cp310-win_amd64.whl,libtreesitter,0.26.8,wheel,8,8,100.00,cpython-310,libtreesitter,8,100.00,False,0,network,no
marsbots_eden-0.1.0.tar.gz,marsbots-eden,0.1.0,tar,8,9,88.89,cpython-39,marsbots_eden-0.1.0,8,100.00,True,1,,no
minibt-1.2.3-py3-none-any.whl,minibt,1.2.3,wheel,8,119,6.72,cpython-311;cpython-312;cpython-39,minibt,8,100.00,True,9,,no
pg_alchemy_kit-0.100.2.tar.gz,pg-alchemy-kit,0.100.2,tar,8,10,80.00,cpython-310;cpython-312,pg_alchemy_kit-0.100.2,8,100.00,False,0,,no
punkweb_insight-0.1.1.tar.gz,punkweb-insight,0.1.1,tar,8,20,40.00,cpython-311,punkweb_insight-0.1.1,8,100.00,False,0,,no
reportpl-0.3.0.tar.gz,reportpl,0.3.0,tar,8,97,8.25,cpython-310;cpython-38;cpython-39,reportpl-0.3.0,8,100.00,True,1,data;network,no
rpa_aliexpress-1.0.0.tar.gz,rpa-aliexpress,1.0.0,tar,8,10,80.00,cpython-38,rpa_aliexpress-1.0.0,8,100.00,False,0,network,no
rpa_amazon-1.0.0.tar.gz,rpa-amazon,1.0.0,tar,8,10,80.00,cpython-38,rpa_amazon-1.0.0,8,100.00,False,0,network,no
rpa_captcha-1.0.0.tar.gz,rpa-captcha,1.0.0,tar,8,10,80.00,cpython-38,rpa_captcha-1.0.0,8,100.00,False,0,network,no
rpa_ebay-1.0.0.tar.gz,rpa-ebay,1.0.0,tar,8,10,80.00,cpython-38,rpa_ebay-1.0.0,8,100.00,False,0,network,no
testgailbotapi-0.1a10.tar.gz,testgailbotapi,0.1a10,tar,8,154,5.19,cpython-310,testgailbotapi-0.1a10,8,100.00,True,1,testing,no
testgailbotapi001-0.1a11.tar.gz,testgailbotapi001,0.1a11,tar,8,154,5.19,cpython-310,testgailbotapi001-0.1a11,8,100.00,True,1,testing,no
tinysmith-0.9.1.tar.gz,tinysmith,0.9.1,tar,8,35,22.86,cpython-311,tinysmith-0.9.1,8,100.00,False,0,,no
