python_tag,finding,category,reason,bytecode_status,bytecode_reason,reproduced_by,decompiler_statuses,source_statuses
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-78d6803724f3.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,decompylepp:ok:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-793547593aaa.pyc,no_source,Error decompyling data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-793547593aaa.pyc: std::bad_cast,crash,signal_11:,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-793547593aaa.pyc: std::bad_cast,decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-7996683b49eb.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-7996683b49eb.pyc: vector::_M_range_check: __n (which is 37) >= this->size() (which is 7),decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-7b90ad31f7e8.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Bad MAGIC! Could not load file data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-7b90ad31f7e8.pyc,decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-7da5aa3e5f8d.pyc,no_source,PycBuffer::getByte(): Unexpected end of stream,crash,signal_11:,,decompylepp:exit_1:PycBuffer::getByte(): Unexpected end of stream,decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-80372b990fd5.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,decompylepp:ok:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-815e82a62d43.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-815e82a62d43.pyc: vector::_M_range_check: __n (which is 50) >= this->size() (which is 7),decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-81bcfd26a9f9.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Bad MAGIC! Could not load file data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-81bcfd26a9f9.pyc,decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-8300d10ad497.pyc,no_source,Error loading file data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-8300d10ad497.pyc: Invalid bytes in ASCII string,crash,signal_11:,,decompylepp:exit_1:Error loading file data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-8300d10ad497.pyc: Invalid bytes in ASCII string,decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-841855c41b4b.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Warning: block stack is not empty! Error decompyling data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-841855c41b4b.pyc: vector::_M_range_check: __n (which is 237) >= this->size() (which is 4),decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-84fc1dfbcb1d.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-84fc1dfbcb1d.pyc: vector::_M_range_check: __n (which is 13) >= this->size() (which is 1),decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-8757a6d804b7.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-38/cpython-38-8757a6d804b7/decompylepp.py"", line 7 __pybcsec_self__ = <NODE:0> ^ SyntaxError: invalid syntax"
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-886323b36fb5.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-38/cpython-38-886323b36fb5/decompylepp.py"", line 14 except IndexError: ^ SyntaxError: invalid syntax"
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-893af7e18376.pyc,no_source,Something TERRIBLE happened! No matching with block found for WITH_CLEANUP at 44 PycBuffer::getByte(): Unexpected end of stream,crash,signal_11:,,decompylepp:exit_1:Something TERRIBLE happened! No matching with block found for WITH_CLEANUP at 44 PycBuffer::getByte(): Unexpected end of stream,decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-8c725bdab8e8.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,decompylepp:ok:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-900ad152fb75.pyc,behavior_divergence,source-derived bytecode behavior diverged: ok,crash,signal_11:,,decompylepp:ok:,decompylepp:ok:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-938f003d8af4.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-38/cpython-38-938f003d8af4/decompylepp.py"", line 6 None |= None ^ SyntaxError: cannot assign to None"
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-9556344e34d4.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-38/cpython-38-9556344e34d4/decompylepp.py"", line 15 except ZeroDivisionError: ^ SyntaxError: invalid syntax"
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-97ab55a08403.pyc,behavior_divergence,source-derived bytecode behavior diverged: ok,crash,signal_11:,,decompylepp:ok:,decompylepp:ok:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-9a9fb65de558.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error loading file data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-9a9fb65de558.pyc: Invalid bytes in ASCII string,decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-9f3469545052.pyc,compile_failure,"Traceback (most recent call last): File ""data/rq4/harness.py"", line 26, in <module> exec(code, namespace, namespace) File ""data/rq4/source_candidates/cpython-38/cpython-38-9f3469545052/decompylepp.py"", line 10, in <module> None[None] = N...",crash,signal_11:,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""data/rq4/harness.py"", line 26, in <module> exec(code, namespace, namespace) File ""data/rq4/source_candidates/cpython-38/cpython-38-9f3469545052/decompylepp.py"", line 10, in <module> None[None] = N..."
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-a3f6eddbacd6.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-a3f6eddbacd6.pyc: vector::_M_range_check: __n (which is 250) >= this->size() (which is 2),decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-a4c49563c42f.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-a4c49563c42f.pyc: std::bad_cast,decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-a6ca3295e09c.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error loading file data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-a6ca3295e09c.pyc: Invalid bytes in ASCII string,decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-ab31090f1182.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-ab31090f1182.pyc: std::bad_cast,decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-ad04dd028214.pyc,no_source,PycBuffer::getByte(): Unexpected end of stream,exit_1,"XXX lineno: 13, opcode: 0 Traceback (most recent call last): File ""data/rq4/harness.py"", line 26, in <module> exec(code, namespace, namespace) File ""data/rq3/cpython-3.8/unittest_seeds/raw/cpython_case_test_time_TestOldPyTime_test_object...",,decompylepp:exit_1:PycBuffer::getByte(): Unexpected end of stream,decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-ad4d26a34a5f.pyc,behavior_divergence,source-derived bytecode behavior diverged: ok,crash,signal_11:,,decompylepp:ok:,decompylepp:ok:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-ad5da279dcbc.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error loading file data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-ad5da279dcbc.pyc: Invalid bytes in ASCII string,decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-b09b661e70f3.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error loading file data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-b09b661e70f3.pyc: Invalid bytes in ASCII string,decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-b0c2992e0f7d.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-b0c2992e0f7d.pyc: vector::_M_range_check: __n (which is 111) >= this->size() (which is 7),decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-b2e0276d86d8.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,decompylepp:ok:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-b7bd807aa2e6.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Bad MAGIC! Could not load file data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-b7bd807aa2e6.pyc,decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-b7dde4e5920e.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,decompylepp:ok:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-ba15f27986b7.pyc,behavior_divergence,source-derived bytecode behavior diverged: ok,crash,signal_11:,,decompylepp:ok:,decompylepp:ok:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-bdad017e586b.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-bdad017e586b.pyc: vector::_M_range_check: __n (which is 255) >= this->size() (which is 4),decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-c18f3ce00206.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,decompylepp:ok:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-c2fa264aa16f.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error loading file data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-c2fa264aa16f.pyc: Invalid bytes in ASCII string,decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-c3f33ace70df.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-38/cpython-38-c3f33ace70df/decompylepp.py"", line 20 except StopIteration: ^ SyntaxError: invalid syntax"
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-c465064c83d7.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Bad MAGIC! Could not load file data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-c465064c83d7.pyc,decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-c8d67b905643.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-38/cpython-38-c8d67b905643/decompylepp.py"", line 21 except RuntimeError: ^ SyntaxError: invalid syntax"
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-c9a051e86287.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error loading file data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-c9a051e86287.pyc: Invalid bytes in ASCII string,decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-c9f3a1b04eb9.pyc,compile_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-38/cpython-38-c9f3a1b04eb9/decompylepp.py"", line 8 return None ^ SyntaxError: unexpected EOF while parsing",exit_1,"Traceback (most recent call last): File ""data/rq3/cpython-3.8/unittest_seeds/raw/cpython_case_test_tarfile_MemberReadTest_test_find_regtype.py"", line 11, in <module> NameError: name '__na-e__' is not defined During handling of the above ...",,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-38/cpython-38-c9f3a1b04eb9/decompylepp.py"", line 8 return None ^ SyntaxError: unexpected EOF while parsing"
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-ca2cdad59026.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-ca2cdad59026.pyc: vector::_M_range_check: __n (which is 32) >= this->size() (which is 7),decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-cb140c504241.pyc,no_source,Error decompyling data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-cb140c504241.pyc: std::bad_cast,crash,signal_11:,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-cb140c504241.pyc: std::bad_cast,decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-cd20523d07c1.pyc,no_source,Error decompyling data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-cd20523d07c1.pyc: std::bad_cast,crash,signal_11:,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-cd20523d07c1.pyc: std::bad_cast,decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-d56ce6968a5c.pyc,no_source,PycBuffer::getByte(): Unexpected end of stream,crash,signal_11:,,decompylepp:exit_1:PycBuffer::getByte(): Unexpected end of stream,decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-d7941a493f28.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-d7941a493f28.pyc: vector::_M_range_check: __n (which is 251) >= this->size() (which is 2),decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-d9663bd0a74c.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,decompylepp:ok:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-d9c4a89dd230.pyc,compile_failure,"Traceback (most recent call last): File ""data/rq4/harness.py"", line 26, in <module> exec(code, namespace, namespace) File ""data/rq4/source_candidates/cpython-38/cpython-38-d9c4a89dd230/decompylepp.py"", line 4, in <module> del None[None] ...",crash,signal_11:,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""data/rq4/harness.py"", line 26, in <module> exec(code, namespace, namespace) File ""data/rq4/source_candidates/cpython-38/cpython-38-d9c4a89dd230/decompylepp.py"", line 4, in <module> del None[None] ..."
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-d9e88510d3f6.pyc,compile_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-38/cpython-38-d9e88510d3f6/decompylepp.py"", line 12 return { ^ SyntaxError: 'return' outside function",crash,signal_11:,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-38/cpython-38-d9e88510d3f6/decompylepp.py"", line 12 return { ^ SyntaxError: 'return' outside function"
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-db7c5002a77c.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-db7c5002a77c.pyc: vector::_M_range_check: __n (which is 241) >= this->size() (which is 2),decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-dc7186b132f7.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-dc7186b132f7.pyc: vector::_M_range_check: __n (which is 5) >= this->size() (which is 3),decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-e36fb497365a.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,decompylepp:ok:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-ee3258669fff.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Bad MAGIC! Could not load file data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-ee3258669fff.pyc,decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-f0ab58015d3f.pyc,no_source,Unsupported opcode: <INVALID> (-1) Something TERRIBLE happened! No matching with block found for WITH_CLEANUP at 48 PycBuffer::getByte(): Unexpected end of stream,crash,"signal_11:XXX lineno: 19, opcode: 13",,decompylepp:exit_1:Unsupported opcode: <INVALID> (-1) Something TERRIBLE happened! No matching with block found for WITH_CLEANUP at 48 PycBuffer::getByte(): Unexpected end of stream,decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-f21d09828e9a.pyc,compile_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-38/cpython-38-f21d09828e9a/decompylepp.py"", line 18 vals += (lambda .0: [ -v for v in .0 ])(vals) ^ SyntaxError: invalid sy...",crash,signal_11:,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-38/cpython-38-f21d09828e9a/decompylepp.py"", line 18 vals += (lambda .0: [ -v for v in .0 ])(vals) ^ SyntaxError: invalid sy..."
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-f51fd04233d4.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-38/cpython-38-f51fd04233d4/decompylepp.py"", line 23 except AttributeError: ^ SyntaxError: invalid syntax"
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-f59ebda0e043.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-f59ebda0e043.pyc: vector::_M_range_check: __n (which is 128) >= this->size() (which is 2),decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-fd66ae236b22.pyc,no_source,Something TERRIBLE happened! No matching with block found for WITH_CLEANUP at 58 PycBuffer::getByte(): Unexpected end of stream,crash,signal_11:,,decompylepp:exit_1:Something TERRIBLE happened! No matching with block found for WITH_CLEANUP at 58 PycBuffer::getByte(): Unexpected end of stream,decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-fdc053fadd3e.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-fdc053fadd3e.pyc: vector::_M_range_check: __n (which is 254) >= this->size() (which is 3),decompylepp:not_run:
cpython-38,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-ff2ecbcde1ad.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-ff2ecbcde1ad.pyc: std::bad_cast,decompylepp:not_run:
cpython-39,data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-02bda83cf25f.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:PycBuffer::getByte(): Unexpected end of stream,decompylepp:not_run:
cpython-39,data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-0326ee579318.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-0326ee579318.pyc: std::bad_cast,decompylepp:not_run:
cpython-39,data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-05c7afdebcba.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-39/cpython-39-05c7afdebcba/decompylepp.py"", line 16 try: IndentationError: unexpected indent"
cpython-39,data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-08779213b0c6.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-08779213b0c6.pyc: vector::_M_range_check: __n (which is 99) >= this->size() (which is 6),decompylepp:not_run:
cpython-39,data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-09311b114b96.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-09311b114b96.pyc: vector::_M_range_check: __n (which is 13) >= this->size() (which is 7),decompylepp:not_run:
cpython-39,data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-0a48e1f41e2b.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-0a48e1f41e2b.pyc: std::bad_cast,decompylepp:not_run:
cpython-39,data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-0aaf079d8c74.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error loading file data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-0aaf079d8c74.pyc: Invalid bytes in ASCII string,decompylepp:not_run:
cpython-39,data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-0eee7d454c31.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-0eee7d454c31.pyc: std::bad_cast,decompylepp:not_run:
cpython-39,data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-0f2df79d3ae3.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-0f2df79d3ae3.pyc: std::bad_cast,decompylepp:not_run:
cpython-39,data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-110bb5c58bff.pyc,no_source,Error loading file data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-110bb5c58bff.pyc: Invalid bytes in ASCII string,crash,signal_11:,,decompylepp:exit_1:Error loading file data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-110bb5c58bff.pyc: Invalid bytes in ASCII string,decompylepp:not_run:
cpython-39,data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-112794a0322b.pyc,no_source,Error decompyling data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-112794a0322b.pyc: vector::_M_range_check: __n (which is 60) >= this->size() (which is 2),exit_1,"Traceback (most recent call last): File ""/home/awen/git/PybcSEC/PycLens/data/rq4/harness.py"", line 26, in <module> exec(code, namespace, namespace) File ""data/rq3/cpython-3.9/unittest_sedds/raw/cpython_case_test_code_CodeConstsTest_test_...",,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-112794a0322b.pyc: vector::_M_range_check: __n (which is 60) >= this->size() (which is 2),decompylepp:not_run:
cpython-39,data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-17e1cea0fd00.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,decompylepp:ok:
cpython-39,data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-1a0bae95e9a6.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-1a0bae95e9a6.pyc: vector::_M_range_check: __n (which is 255) >= this->size() (which is 2),decompylepp:not_run:
cpython-39,data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-1ba99127988c.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Unsupported opcode: <INVALID> (-1) Error decompyling data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-1ba99127988c.pyc: vector::_M_range_check: __n (which is 101) >= this->size() (which is 4),decompylepp:not_run:
cpython-39,data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-20ab2d79aa16.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-20ab2d79aa16.pyc: vector::_M_range_check: __n (which is 97) >= this->size() (which is 5),decompylepp:not_run:
cpython-39,data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-29d81f994c31.pyc,no_source,Error decompyling data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-29d81f994c31.pyc: std::bad_cast,crash,signal_11:,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-29d81f994c31.pyc: std::bad_cast,decompylepp:not_run:
cpython-39,data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-2ecd9f682aa5.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-2ecd9f682aa5.pyc: vector::_M_range_check: __n (which is 93) >= this->size() (which is 4),decompylepp:not_run:
cpython-39,data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-312b3a032f9f.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-39/cpython-39-312b3a032f9f/decompylepp.py"", line 9 hex_chars = (lambda .0: for c in .0: ^ SyntaxError: invalid syntax"
cpython-39,data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-318b13d971e3.pyc,compile_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-39/cpython-39-318b13d971e3/decompylepp.py"", line 16 return None ^= None ^= __pybcsec_seed__() ^ SyntaxError: invalid syntax",crash,signal_11:,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-39/cpython-39-318b13d971e3/decompylepp.py"", line 16 return None ^= None ^= __pybcsec_seed__() ^ SyntaxError: invalid syntax"
