python_tag,finding,interpreter,bytecode_status,bytecode_reason,decompiler,decompile_status,decompile_reason,decompile_stdout,decompile_stderr,source_path,compiled_pyc,source_status,source_reason,reproduced
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-43f52a9cb69f.pyc,data/rq2/envs/cpython-310/bin/python,ok,,decompylepp,ok,,,,data/rq4/source_candidates/cpython-310/cpython-310-43f52a9cb69f/decompylepp.py,,exit_1,"data/rq4/source_candidates/cpython-310/cpython-310-43f52a9cb69f/decompylepp.py:14: SyntaxWarning: 'NoneType' object is not subscriptable; perhaps you missed a comma? yield from None[None](10) Traceback (most recent call last): File ""<str...",False
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-47b91700571e.pyc,data/rq2/envs/cpython-310/bin/python,exit_1,"XXX lineno: -1, opcode: 180 Traceback (most recent call last): File ""/home/awen/git/PybcSEC/PycLens/data/rq4/harness.py"", line 26, in <module> exec(code, namespace, namespace) File ""data/rq3/cpython-3.10/unittest_seeds/raw/cpython_case_t...",decompylepp,ok,,,,data/rq4/source_candidates/cpython-310/cpython-310-47b91700571e/decompylepp.py,,exit_1,"data/rq4/source_candidates/cpython-310/cpython-310-47b91700571e/decompylepp.py:11: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? None(None, None, None) Traceback (most recent call last): File ""<string>"", l...",False
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-506aed50f6e6.pyc,data/rq2/envs/cpython-310/bin/python,exit_1,"Traceback (most recent call last): File ""/home/awen/git/PybcSEC/PycLens/data/rq4/harness.py"", line 26, in <module> exec(code, namespace, namespace) File ""data/rq3/cpython-3.10/unittest_seeds/raw/cpython_case_test_compile_TestSpecifics_te...",decompylepp,ok,,,,data/rq4/source_candidates/cpython-310/cpython-310-506aed50f6e6/decompylepp.py,,exit_1,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-506aed50f6e6/decompylepp.py"", line 7 return None // (lambda : self = __pybcsec_self__ = object()__pybcsec_s...",False
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-4049a6b9d887.pyc,data/rq2/envs/cpython-310/bin/python,crash,signal_11:,decompylepp,exit_1,Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-4049a6b9d887.pyc: std::bad_cast,,,,,not_run,,False
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-5f84dccb33a7.pyc,data/rq2/envs/cpython-310/bin/python,ok,,decompylepp,exit_1,Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-5f84dccb33a7.pyc: vector::_M_range_check: __n (which is 114) >= this->size() (which is 1),,,,,not_run,,False
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-5c8dd81e480e.pyc,data/rq2/envs/cpython-310/bin/python,ok,,decompylepp,ok,,,,data/rq4/source_candidates/cpython-310/cpython-310-5c8dd81e480e/decompylepp.py,data/rq4/source_candidates/cpython-310/cpython-310-5c8dd81e480e/decompylepp.pyc,ok,,False
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-680d864ff083.pyc,data/rq2/envs/cpython-310/bin/python,ok,,decompylepp,exit_1,Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-680d864ff083.pyc: vector::_M_range_check: __n (which is 254) >= this->size() (which is 2),,,,,not_run,,False
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-65d4b833f586.pyc,data/rq2/envs/cpython-310/bin/python,ok,,decompylepp,ok,,,,data/rq4/source_candidates/cpython-310/cpython-310-65d4b833f586/decompylepp.py,,exit_1,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-65d4b833f586/decompylepp.py"", line 14 (lambda .0: [ nonlocal_var = sentinel for _ in .0 ])(range(1)) ^^ Syn...",False
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-4c5f3adafaa8.pyc,data/rq2/envs/cpython-310/bin/python,crash,signal_11:,decompylepp,ok,,,,data/rq4/source_candidates/cpython-310/cpython-310-4c5f3adafaa8/decompylepp.py,data/rq4/source_candidates/cpython-310/cpython-310-4c5f3adafaa8/decompylepp.pyc,ok,,False
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-568e1f5f77e9.pyc,data/rq2/envs/cpython-310/bin/python,crash,signal_11:,decompylepp,ok,,,,data/rq4/source_candidates/cpython-310/cpython-310-568e1f5f77e9/decompylepp.py,,exit_1,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-568e1f5f77e9/decompylepp.py"", line 16 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function",False
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-5dff98827dfd.pyc,data/rq2/envs/cpython-310/bin/python,crash,signal_11:,decompylepp,exit_1,Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-5dff98827dfd.pyc: std::bad_cast,,,,,not_run,,False
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-6a7fd14d880e.pyc,data/rq2/envs/cpython-310/bin/python,ok,,decompylepp,exit_1,Error loading file data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-6a7fd14d880e.pyc: Invalid bytes in ASCII string,,,,,not_run,,False
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-6cdd9c217f1b.pyc,data/rq2/envs/cpython-310/bin/python,ok,,decompylepp,exit_1,Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-6cdd9c217f1b.pyc: vector::_M_range_check: __n (which is 14) >= this->size() (which is 4),,,,,not_run,,False
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-5d55816ed624.pyc,data/rq2/envs/cpython-310/bin/python,crash,signal_11:,decompylepp,exit_1,Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-5d55816ed624.pyc: std::bad_cast,,,,,not_run,,False
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-6d41228373dc.pyc,data/rq2/envs/cpython-310/bin/python,ok,,decompylepp,exit_1,Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-6d41228373dc.pyc: vector::_M_range_check: __n (which is 95) >= this->size() (which is 2),,,,,not_run,,False
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-76cf17555470.pyc,data/rq2/envs/cpython-310/bin/python,ok,,decompylepp,exit_1,Error loading file data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-76cf17555470.pyc: Invalid bytes in ASCII string,,,,,not_run,,False
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-7009d80d6209.pyc,data/rq2/envs/cpython-310/bin/python,ok,,decompylepp,exit_1,Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-7009d80d6209.pyc: vector::_M_range_check: __n (which is 79) >= this->size() (which is 11),,,,,not_run,,False
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-6be792256da7.pyc,data/rq2/envs/cpython-310/bin/python,exit_1,"Traceback (most recent call last): File ""/home/awen/git/PybcSEC/PycLens/data/rq4/harness.py"", line 26, in <module> exec(code, namespace, namespace) File ""data/rq3/cpython-3.10/unittest_seeds/raw/cpython_case_test_xxlimited_TestXXLimited3...",decompylepp,ok,,,,data/rq4/source_candidates/cpython-310/cpython-310-6be792256da7/decompylepp.py,,exit_1,"data/rq4/source_candidates/cpython-310/cpython-310-6be792256da7/decompylepp.py:10: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? None(None, None, None) Traceback (most recent call last): File ""<string>"", l...",False
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-6381fd66a790.pyc,data/rq2/envs/cpython-310/bin/python,crash,signal_11:,decompylepp,exit_1,Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-6381fd66a790.pyc: std::bad_cast,,,,,not_run,,False
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-779c73b13507.pyc,data/rq2/envs/cpython-310/bin/python,ok,,decompylepp,exit_1,Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-779c73b13507.pyc: vector::_M_range_check: __n (which is 99) >= this->size() (which is 10),,,,,not_run,,False
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-79753b54b14f.pyc,data/rq2/envs/cpython-310/bin/python,ok,,decompylepp,exit_1,Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-79753b54b14f.pyc: vector::_M_range_check: __n (which is 101) >= this->size() (which is 14),,,,,not_run,,False
